model,acc,f1,P,neg,L
RCSVM,,0.0,0.17,0.0,
RANDOM,0.84,0.9130434782608695,0.17,,
RGCN_GAE,0.99,0.9949748743718593,0.17,,2.0
RGCN_GAE,0.98,0.98989898989899,0.17,,3.0
RGCN_GAE,0.975,0.9873417721518988,0.17,,4.0
RGCN_GAE,0.97,0.9847715736040609,0.17,,5.0
RLP_PUL,0.92,0.9583333333333334,0.17,,
GCN_GAE,0.86,0.9247311827956989,0.17,,
CCRNE,0.795,0.8857938718662952,0.18,200.0,
MCLS,0.875,0.9333333333333333,0.18,200.0,
LP_PUL,0.915,0.9556135770234987,0.18,200.0,
PU_LP,0.7852760736196319,0.8797250859106529,0.18,163.0,
RCSVM,,0.0,0.18,0.0,
RANDOM,0.775,0.8732394366197183,0.18,,
RGCN_GAE,1.0,1.0,0.18,,2.0
RGCN_GAE,1.0,1.0,0.18,,3.0
RGCN_GAE,0.99,0.9949748743718593,0.18,,4.0
RGCN_GAE,0.985,0.9924433249370277,0.18,,5.0
RLP_PUL,0.92,0.9583333333333334,0.18,,
GCN_GAE,0.915,0.9556135770234987,0.18,,
CCRNE,0.855,0.921832884097035,0.19,200.0,
MCLS,0.905,0.9501312335958005,0.19,200.0,
LP_PUL,0.925,0.961038961038961,0.19,200.0,
PU_LP,0.7965116279069767,0.8867313915857605,0.19,172.0,
RCSVM,,0.0,0.19,0.0,
RANDOM,0.8,0.8888888888888888,0.19,,
RGCN_GAE,0.995,0.9974937343358395,0.19,,2.0
RGCN_GAE,0.99,0.9949748743718593,0.19,,3.0
RGCN_GAE,0.995,0.9974937343358395,0.19,,4.0
RGCN_GAE,0.97,0.9847715736040609,0.19,,5.0
RLP_PUL,0.925,0.961038961038961,0.19,,
GCN_GAE,0.89,0.9417989417989417,0.19,,
CCRNE,0.83,0.907103825136612,0.2,200.0,
MCLS,0.91,0.9528795811518325,0.2,200.0,
LP_PUL,0.935,0.9664082687338501,0.2,200.0,
PU_LP,0.8076923076923077,0.8936170212765957,0.2,182.0,
RCSVM,,0.0,0.2,0.0,
RANDOM,0.815,0.8980716253443526,0.2,,
RGCN_GAE,0.99,0.9949748743718593,0.2,,2.0
RGCN_GAE,0.99,0.9949748743718593,0.2,,3.0
RGCN_GAE,0.985,0.9924433249370277,0.2,,4.0
RGCN_GAE,0.99,0.9949748743718593,0.2,,5.0
RLP_PUL,0.94,0.9690721649484536,0.2,,
GCN_GAE,0.87,0.93048128342246,0.2,,
CCRNE,0.86,0.9247311827956989,0.21,200.0,
MCLS,0.955,0.9769820971867008,0.21,200.0,
LP_PUL,0.905,0.9501312335958005,0.21,200.0,
PU_LP,0.8219895287958116,0.9022988505747126,0.21,191.0,
RCSVM,,0.0,0.21,0.0,
RANDOM,0.78,0.8764044943820225,0.21,,
RGCN_GAE,0.99,0.9949748743718593,0.21,,2.0
RGCN_GAE,0.985,0.9924433249370277,0.21,,3.0
RGCN_GAE,0.97,0.9847715736040609,0.21,,4.0
RGCN_GAE,0.955,0.9769820971867008,0.21,,5.0
RLP_PUL,0.905,0.9501312335958005,0.21,,
GCN_GAE,0.89,0.9417989417989417,0.21,,
CCRNE,0.795,0.8857938718662952,0.22,200.0,
MCLS,0.9,0.9473684210526315,0.22,200.0,
LP_PUL,0.94,0.9690721649484536,0.22,200.0,
PU_LP,0.83,0.907103825136612,0.22,200.0,
RCSVM,,0.0,0.22,0.0,
RANDOM,0.78,0.8764044943820225,0.22,,
RGCN_GAE,0.99,0.9949748743718593,0.22,,2.0
RGCN_GAE,0.995,0.9974937343358395,0.22,,3.0
RGCN_GAE,0.985,0.9924433249370277,0.22,,4.0
RGCN_GAE,0.98,0.98989898989899,0.22,,5.0
RLP_PUL,0.94,0.9690721649484536,0.22,,
GCN_GAE,0.845,0.9159891598915989,0.22,,
CCRNE,0.825,0.9041095890410958,0.23,200.0,
MCLS,0.87,0.93048128342246,0.23,200.0,
LP_PUL,0.94,0.9690721649484536,0.23,200.0,
PU_LP,0.8133971291866029,0.8970976253298153,0.23,209.0,
RCSVM,,0.0,0.23,0.0,
RANDOM,0.81,0.8950276243093923,0.23,,
RGCN_GAE,1.0,1.0,0.23,,2.0
RGCN_GAE,0.985,0.9924433249370277,0.23,,3.0
RGCN_GAE,0.995,0.9974937343358395,0.23,,4.0
RGCN_GAE,0.995,0.9974937343358395,0.23,,5.0
RLP_PUL,0.945,0.9717223650385605,0.23,,
GCN_GAE,0.89,0.9417989417989417,0.23,,
CCRNE,0.84,0.9130434782608695,0.24,200.0,
MCLS,0.885,0.9389920424403183,0.24,200.0,
LP_PUL,0.945,0.9717223650385605,0.24,200.0,
PU_LP,0.8715596330275229,0.9313725490196079,0.24,218.0,
RCSVM,,0.0,0.24,0.0,
RANDOM,0.805,0.8919667590027701,0.24,,
RGCN_GAE,0.99,0.9949748743718593,0.24,,2.0
RGCN_GAE,0.98,0.98989898989899,0.24,,3.0
RGCN_GAE,0.97,0.9847715736040609,0.24,,4.0
RGCN_GAE,0.95,0.9743589743589743,0.24,,5.0
RLP_PUL,0.945,0.9717223650385605,0.24,,
GCN_GAE,0.91,0.9528795811518325,0.24,,
CCRNE,0.82,0.9010989010989011,0.25,200.0,
MCLS,0.915,0.9556135770234987,0.25,200.0,
LP_PUL,0.95,0.9743589743589743,0.25,200.0,
PU_LP,0.8546255506607929,0.9216152019002375,0.25,227.0,
RCSVM,,0.0,0.25,0.0,
RANDOM,0.82,0.9010989010989011,0.25,,
RGCN_GAE,0.995,0.9974937343358395,0.25,,2.0
RGCN_GAE,0.995,0.9974937343358395,0.25,,3.0
RGCN_GAE,0.99,0.9949748743718593,0.25,,4.0
RGCN_GAE,0.985,0.9924433249370277,0.25,,5.0
RLP_PUL,0.955,0.9769820971867008,0.25,,
GCN_GAE,0.885,0.9389920424403183,0.25,,
CCRNE,0.81,0.8950276243093923,0.01,200.0,
MCLS,0.905,0.9501312335958005,0.01,200.0,
LP_PUL,0.82,0.9010989010989011,0.01,200.0,
PU_LP,0.6666666666666666,0.8,0.01,9.0,
RCSVM,,0.0,0.01,0.0,
RANDOM,0.78,0.8764044943820225,0.01,,
RGCN_GAE,0.98,0.98989898989899,0.01,,2.0
RGCN_GAE,0.99,0.9949748743718593,0.01,,3.0
RGCN_GAE,0.975,0.9873417721518988,0.01,,4.0
RGCN_GAE,0.96,0.9795918367346939,0.01,,5.0
RLP_PUL,0.82,0.9010989010989011,0.01,,
GCN_GAE,0.91,0.9528795811518325,0.01,,
CCRNE,0.805,0.8919667590027701,0.02,200.0,
MCLS,0.89,0.9417989417989417,0.02,200.0,
LP_PUL,0.805,0.8919667590027701,0.02,200.0,
PU_LP,0.7222222222222222,0.8387096774193549,0.02,18.0,
RCSVM,,0.0,0.02,0.0,
RANDOM,0.785,0.8795518207282913,0.02,,
RGCN_GAE,0.96,0.9795918367346939,0.02,,2.0
RGCN_GAE,0.975,0.9873417721518988,0.02,,3.0
RGCN_GAE,0.97,0.9847715736040609,0.02,,4.0
RGCN_GAE,0.96,0.9795918367346939,0.02,,5.0
RLP_PUL,0.805,0.8919667590027701,0.02,,
GCN_GAE,0.875,0.9333333333333333,0.02,,
CCRNE,0.84,0.9130434782608695,0.03,200.0,
MCLS,0.89,0.9417989417989417,0.03,200.0,
LP_PUL,0.805,0.8919667590027701,0.03,200.0,
PU_LP,0.7777777777777778,0.875,0.03,27.0,
RCSVM,,0.0,0.03,0.0,
RANDOM,0.75,0.8571428571428571,0.03,,
RGCN_GAE,0.98,0.98989898989899,0.03,,2.0
RGCN_GAE,0.975,0.9873417721518988,0.03,,3.0
RGCN_GAE,0.975,0.9873417721518988,0.03,,4.0
RGCN_GAE,0.97,0.9847715736040609,0.03,,5.0
RLP_PUL,0.805,0.8919667590027701,0.03,,
GCN_GAE,0.88,0.9361702127659575,0.03,,
CCRNE,0.8,0.8888888888888888,0.04,200.0,
MCLS,0.925,0.961038961038961,0.04,200.0,
LP_PUL,0.795,0.8857938718662952,0.04,200.0,
PU_LP,0.7777777777777778,0.875,0.04,36.0,
RCSVM,,0.0,0.04,0.0,
RANDOM,0.78,0.8764044943820225,0.04,,
RGCN_GAE,0.98,0.98989898989899,0.04,,2.0
RGCN_GAE,0.99,0.9949748743718593,0.04,,3.0
RGCN_GAE,0.985,0.9924433249370277,0.04,,4.0
RGCN_GAE,0.94,0.9690721649484536,0.04,,5.0
RLP_PUL,0.795,0.8857938718662952,0.04,,
GCN_GAE,0.83,0.907103825136612,0.04,,
CCRNE,0.81,0.8950276243093923,0.05,200.0,
MCLS,0.915,0.9556135770234987,0.05,200.0,
LP_PUL,0.87,0.93048128342246,0.05,200.0,
PU_LP,0.8444444444444444,0.9156626506024096,0.05,45.0,
RCSVM,,0.0,0.05,0.0,
RANDOM,0.795,0.8857938718662952,0.05,,
RGCN_GAE,0.97,0.9847715736040609,0.05,,2.0
RGCN_GAE,0.975,0.9873417721518988,0.05,,3.0
RGCN_GAE,0.975,0.9873417721518988,0.05,,4.0
RGCN_GAE,0.965,0.9821882951653944,0.05,,5.0
RLP_PUL,0.87,0.93048128342246,0.05,,
GCN_GAE,0.825,0.9041095890410958,0.05,,
CCRNE,0.815,0.8980716253443526,0.06,200.0,
MCLS,0.91,0.9528795811518325,0.06,200.0,
LP_PUL,0.83,0.907103825136612,0.06,200.0,
PU_LP,0.8333333333333334,0.9090909090909091,0.06,54.0,
RCSVM,,0.0,0.06,0.0,
RANDOM,0.805,0.8919667590027701,0.06,,
RGCN_GAE,0.955,0.9769820971867008,0.06,,2.0
RGCN_GAE,0.99,0.9949748743718593,0.06,,3.0
RGCN_GAE,0.95,0.9743589743589743,0.06,,4.0
RGCN_GAE,0.955,0.9769820971867008,0.06,,5.0
RLP_PUL,0.83,0.907103825136612,0.06,,
GCN_GAE,0.84,0.9130434782608695,0.06,,
CCRNE,0.8,0.8888888888888888,0.07,200.0,
MCLS,0.855,0.921832884097035,0.07,200.0,
LP_PUL,0.84,0.9130434782608695,0.07,200.0,
PU_LP,0.7936507936507936,0.8849557522123894,0.07,63.0,
RCSVM,,0.0,0.07,0.0,
RANDOM,0.755,0.8603988603988604,0.07,,
RGCN_GAE,0.985,0.9924433249370277,0.07,,2.0
RGCN_GAE,0.97,0.9847715736040609,0.07,,3.0
RGCN_GAE,0.97,0.9847715736040609,0.07,,4.0
RGCN_GAE,0.975,0.9873417721518988,0.07,,5.0
RLP_PUL,0.845,0.9159891598915989,0.07,,
GCN_GAE,0.845,0.9159891598915989,0.07,,
CCRNE,0.805,0.8919667590027701,0.08,200.0,
MCLS,0.75,0.8571428571428571,0.08,200.0,
LP_PUL,0.885,0.9389920424403183,0.08,200.0,
PU_LP,0.7777777777777778,0.875,0.08,72.0,
RCSVM,,0.0,0.08,0.0,
RANDOM,0.78,0.8764044943820225,0.08,,
RGCN_GAE,0.975,0.9873417721518988,0.08,,2.0
RGCN_GAE,0.975,0.9873417721518988,0.08,,3.0
RGCN_GAE,0.975,0.9873417721518988,0.08,,4.0
RGCN_GAE,0.965,0.9821882951653944,0.08,,5.0
RLP_PUL,0.89,0.9417989417989417,0.08,,
GCN_GAE,0.865,0.9276139410187667,0.08,,
CCRNE,0.8,0.8888888888888888,0.09,200.0,
MCLS,0.92,0.9583333333333334,0.09,200.0,
LP_PUL,0.86,0.9247311827956989,0.09,200.0,
PU_LP,0.8024691358024691,0.8904109589041096,0.09,81.0,
RCSVM,,0.0,0.09,0.0,
RANDOM,0.825,0.9041095890410958,0.09,,
RGCN_GAE,0.99,0.9949748743718593,0.09,,2.0
RGCN_GAE,0.99,0.9949748743718593,0.09,,3.0
RGCN_GAE,0.985,0.9924433249370277,0.09,,4.0
RGCN_GAE,0.965,0.9821882951653944,0.09,,5.0
RLP_PUL,0.865,0.9276139410187667,0.09,,
GCN_GAE,0.945,0.9717223650385605,0.09,,
CCRNE,0.83,0.907103825136612,0.1,200.0,
MCLS,0.84,0.9130434782608695,0.1,200.0,
LP_PUL,0.885,0.9389920424403183,0.1,200.0,
PU_LP,0.7582417582417582,0.8625,0.1,91.0,
RCSVM,,0.0,0.1,0.0,
RANDOM,0.8,0.8888888888888888,0.1,,
RGCN_GAE,0.995,0.9974937343358395,0.1,,2.0
RGCN_GAE,0.99,0.9949748743718593,0.1,,3.0
RGCN_GAE,0.975,0.9873417721518988,0.1,,4.0
RGCN_GAE,0.98,0.98989898989899,0.1,,5.0
RLP_PUL,0.89,0.9417989417989417,0.1,,
GCN_GAE,0.905,0.9501312335958005,0.1,,
CCRNE,0.77,0.8700564971751412,0.11,200.0,
MCLS,0.92,0.9583333333333334,0.11,200.0,
LP_PUL,0.91,0.9528795811518325,0.11,200.0,
PU_LP,0.78,0.8764044943820225,0.11,100.0,
RCSVM,,0.0,0.11,0.0,
RANDOM,0.835,0.9100817438692098,0.11,,
RGCN_GAE,0.99,0.9949748743718593,0.11,,2.0
RGCN_GAE,0.985,0.9924433249370277,0.11,,3.0
RGCN_GAE,0.96,0.9795918367346939,0.11,,4.0
RGCN_GAE,0.965,0.9821882951653944,0.11,,5.0
RLP_PUL,0.915,0.9556135770234987,0.11,,
GCN_GAE,0.895,0.9445910290237467,0.11,,
CCRNE,0.83,0.907103825136612,0.12,200.0,
MCLS,0.875,0.9333333333333333,0.12,200.0,
LP_PUL,0.88,0.9361702127659575,0.12,200.0,
PU_LP,0.7706422018348624,0.8704663212435233,0.12,109.0,
RCSVM,,0.0,0.12,0.0,
RANDOM,0.795,0.8857938718662952,0.12,,
RGCN_GAE,0.99,0.9949748743718593,0.12,,2.0
RGCN_GAE,0.965,0.9821882951653944,0.12,,3.0
RGCN_GAE,0.96,0.9795918367346939,0.12,,4.0
RGCN_GAE,0.97,0.9847715736040609,0.12,,5.0
RLP_PUL,0.885,0.9389920424403183,0.12,,
GCN_GAE,0.875,0.9333333333333333,0.12,,
CCRNE,0.84,0.9130434782608695,0.13,200.0,
MCLS,0.9,0.9473684210526315,0.13,200.0,
LP_PUL,0.9,0.9473684210526315,0.13,200.0,
PU_LP,0.7711864406779662,0.8708133971291866,0.13,118.0,
RCSVM,,0.0,0.13,0.0,
RANDOM,0.83,0.907103825136612,0.13,,
RGCN_GAE,0.99,0.9949748743718593,0.13,,2.0
RGCN_GAE,0.98,0.98989898989899,0.13,,3.0
RGCN_GAE,0.98,0.98989898989899,0.13,,4.0
RGCN_GAE,0.98,0.98989898989899,0.13,,5.0
RLP_PUL,0.905,0.9501312335958005,0.13,,
GCN_GAE,0.89,0.9417989417989417,0.13,,
CCRNE,0.835,0.9100817438692098,0.14,200.0,
MCLS,0.905,0.9501312335958005,0.14,200.0,
LP_PUL,0.885,0.9389920424403183,0.14,200.0,
PU_LP,0.7795275590551181,0.8761061946902655,0.14,127.0,
RCSVM,,0.0,0.14,0.0,
RANDOM,0.785,0.8795518207282913,0.14,,
RGCN_GAE,1.0,1.0,0.14,,2.0
RGCN_GAE,0.995,0.9974937343358395,0.14,,3.0
RGCN_GAE,0.985,0.9924433249370277,0.14,,4.0
RGCN_GAE,0.975,0.9873417721518988,0.14,,5.0
RLP_PUL,0.89,0.9417989417989417,0.14,,
GCN_GAE,0.85,0.918918918918919,0.14,,
CCRNE,0.825,0.9041095890410958,0.15,200.0,
MCLS,0.865,0.9276139410187667,0.15,200.0,
LP_PUL,0.865,0.9276139410187667,0.15,200.0,
PU_LP,0.8602941176470589,0.924901185770751,0.15,136.0,
RCSVM,,0.0,0.15,0.0,
RANDOM,0.775,0.8732394366197183,0.15,,
RGCN_GAE,0.99,0.9949748743718593,0.15,,2.0
RGCN_GAE,0.985,0.9924433249370277,0.15,,3.0
RGCN_GAE,0.98,0.98989898989899,0.15,,4.0
RGCN_GAE,0.945,0.9717223650385605,0.15,,5.0
RLP_PUL,0.865,0.9276139410187667,0.15,,
GCN_GAE,0.895,0.9445910290237467,0.15,,
CCRNE,0.82,0.9010989010989011,0.16,200.0,
MCLS,0.84,0.9130434782608695,0.16,200.0,
LP_PUL,0.92,0.9583333333333334,0.16,200.0,
PU_LP,0.7931034482758621,0.8846153846153846,0.16,145.0,
RCSVM,,0.0,0.16,0.0,
RANDOM,0.815,0.8980716253443526,0.16,,
RGCN_GAE,0.99,0.9949748743718593,0.16,,2.0
RGCN_GAE,0.98,0.98989898989899,0.16,,3.0
RGCN_GAE,0.985,0.9924433249370277,0.16,,4.0
RGCN_GAE,0.95,0.9743589743589743,0.16,,5.0
RLP_PUL,0.92,0.9583333333333334,0.16,,
GCN_GAE,0.86,0.9247311827956989,0.16,,
CCRNE,0.82,0.9010989010989011,0.17,200.0,
MCLS,0.9,0.9473684210526315,0.17,200.0,
LP_PUL,0.905,0.9501312335958005,0.17,200.0,
PU_LP,0.8506493506493507,0.9192982456140351,0.17,154.0,
RCSVM,,0.0,0.17,0.0,
RANDOM,0.77,0.8700564971751412,0.17,,
RGCN_GAE,0.99,0.9949748743718593,0.17,,2.0
RGCN_GAE,0.99,0.9949748743718593,0.17,,3.0
RGCN_GAE,0.98,0.98989898989899,0.17,,4.0
RGCN_GAE,0.94,0.9690721649484536,0.17,,5.0
RLP_PUL,0.91,0.9528795811518325,0.17,,
GCN_GAE,0.895,0.9445910290237467,0.17,,
CCRNE,0.83,0.907103825136612,0.18,200.0,
MCLS,0.875,0.9333333333333333,0.18,200.0,
LP_PUL,0.935,0.9664082687338501,0.18,200.0,
PU_LP,0.8220858895705522,0.9023569023569024,0.18,163.0,
RCSVM,,0.0,0.18,0.0,
RANDOM,0.76,0.8636363636363636,0.18,,
RGCN_GAE,0.99,0.9949748743718593,0.18,,2.0
RGCN_GAE,0.98,0.98989898989899,0.18,,3.0
RGCN_GAE,0.98,0.98989898989899,0.18,,4.0
RGCN_GAE,0.96,0.9795918367346939,0.18,,5.0
RLP_PUL,0.935,0.9664082687338501,0.18,,
GCN_GAE,0.885,0.9389920424403183,0.18,,
CCRNE,0.84,0.9130434782608695,0.19,200.0,
MCLS,0.91,0.9528795811518325,0.19,200.0,
LP_PUL,0.91,0.9528795811518325,0.19,200.0,
PU_LP,0.7965116279069767,0.8867313915857605,0.19,172.0,
RCSVM,,0.0,0.19,0.0,
RANDOM,0.765,0.8668555240793201,0.19,,
RGCN_GAE,1.0,1.0,0.19,,2.0
RGCN_GAE,0.995,0.9974937343358395,0.19,,3.0
RGCN_GAE,0.975,0.9873417721518988,0.19,,4.0
RGCN_GAE,0.98,0.98989898989899,0.19,,5.0
RLP_PUL,0.91,0.9528795811518325,0.19,,
GCN_GAE,0.88,0.9361702127659575,0.19,,
CCRNE,0.84,0.9130434782608695,0.2,200.0,
MCLS,0.97,0.9847715736040609,0.2,200.0,
LP_PUL,0.955,0.9769820971867008,0.2,200.0,
PU_LP,0.8461538461538461,0.9166666666666666,0.2,182.0,
RCSVM,,0.0,0.2,0.0,
RANDOM,0.835,0.9100817438692098,0.2,,
RGCN_GAE,0.985,0.9924433249370277,0.2,,2.0
RGCN_GAE,0.985,0.9924433249370277,0.2,,3.0
RGCN_GAE,0.98,0.98989898989899,0.2,,4.0
RGCN_GAE,0.98,0.98989898989899,0.2,,5.0
RLP_PUL,0.96,0.9795918367346939,0.2,,
GCN_GAE,0.88,0.9361702127659575,0.2,,
CCRNE,0.81,0.8950276243093923,0.21,200.0,
MCLS,0.86,0.9247311827956989,0.21,200.0,
LP_PUL,0.955,0.9769820971867008,0.21,200.0,
PU_LP,0.8324607329842932,0.9085714285714286,0.21,191.0,
RCSVM,,0.0,0.21,0.0,
RANDOM,0.795,0.8857938718662952,0.21,,
RGCN_GAE,0.985,0.9924433249370277,0.21,,2.0
RGCN_GAE,0.99,0.9949748743718593,0.21,,3.0
RGCN_GAE,0.985,0.9924433249370277,0.21,,4.0
RGCN_GAE,0.965,0.9821882951653944,0.21,,5.0
RLP_PUL,0.96,0.9795918367346939,0.21,,
GCN_GAE,0.885,0.9389920424403183,0.21,,
CCRNE,0.815,0.8980716253443526,0.22,200.0,
MCLS,0.855,0.921832884097035,0.22,200.0,
LP_PUL,0.925,0.961038961038961,0.22,200.0,
PU_LP,0.855,0.921832884097035,0.22,200.0,
RCSVM,,0.0,0.22,0.0,
RANDOM,0.83,0.907103825136612,0.22,,
RGCN_GAE,0.99,0.9949748743718593,0.22,,2.0
RGCN_GAE,0.99,0.9949748743718593,0.22,,3.0
RGCN_GAE,0.975,0.9873417721518988,0.22,,4.0
RGCN_GAE,0.975,0.9873417721518988,0.22,,5.0
RLP_PUL,0.925,0.961038961038961,0.22,,
GCN_GAE,0.945,0.9717223650385605,0.22,,
CCRNE,0.845,0.9159891598915989,0.23,200.0,
MCLS,0.86,0.9247311827956989,0.23,200.0,
LP_PUL,0.96,0.9795918367346939,0.23,200.0,
PU_LP,0.8373205741626795,0.9114583333333334,0.23,209.0,
RCSVM,,0.0,0.23,0.0,
RANDOM,0.755,0.8603988603988604,0.23,,
RGCN_GAE,1.0,1.0,0.23,,2.0
RGCN_GAE,0.995,0.9974937343358395,0.23,,3.0
RGCN_GAE,1.0,1.0,0.23,,4.0
RGCN_GAE,0.95,0.9743589743589743,0.23,,5.0
RLP_PUL,0.96,0.9795918367346939,0.23,,
GCN_GAE,0.915,0.9556135770234987,0.23,,
CCRNE,0.81,0.8950276243093923,0.24,200.0,
MCLS,0.84,0.9130434782608695,0.24,200.0,
LP_PUL,0.945,0.9717223650385605,0.24,200.0,
PU_LP,0.8256880733944955,0.9045226130653267,0.24,218.0,
RCSVM,,0.0,0.24,0.0,
RANDOM,0.78,0.8764044943820225,0.24,,
RGCN_GAE,0.995,0.9974937343358395,0.24,,2.0
RGCN_GAE,0.995,0.9974937343358395,0.24,,3.0
RGCN_GAE,0.985,0.9924433249370277,0.24,,4.0
RGCN_GAE,0.985,0.9924433249370277,0.24,,5.0
RLP_PUL,0.945,0.9717223650385605,0.24,,
GCN_GAE,0.885,0.9389920424403183,0.24,,
CCRNE,0.86,0.9247311827956989,0.25,200.0,
MCLS,0.885,0.9389920424403183,0.25,200.0,
LP_PUL,0.93,0.9637305699481865,0.25,200.0,
PU_LP,0.8502202643171806,0.919047619047619,0.25,227.0,
RCSVM,,0.0,0.25,0.0,
RANDOM,0.765,0.8668555240793201,0.25,,
RGCN_GAE,0.99,0.9949748743718593,0.25,,2.0
RGCN_GAE,0.99,0.9949748743718593,0.25,,3.0
RGCN_GAE,0.99,0.9949748743718593,0.25,,4.0
RGCN_GAE,0.97,0.9847715736040609,0.25,,5.0
RLP_PUL,0.935,0.9664082687338501,0.25,,
GCN_GAE,0.9,0.9473684210526315,0.25,,
CCRNE,0.8,0.8888888888888888,0.01,200.0,
MCLS,0.92,0.9583333333333334,0.01,200.0,
LP_PUL,0.82,0.9010989010989011,0.01,200.0,
PU_LP,0.6666666666666666,0.8,0.01,9.0,
RCSVM,,0.0,0.01,0.0,
RANDOM,0.795,0.8857938718662952,0.01,,
RGCN_GAE,0.975,0.9873417721518988,0.01,,2.0
RGCN_GAE,0.99,0.9949748743718593,0.01,,3.0
RGCN_GAE,0.98,0.98989898989899,0.01,,4.0
RGCN_GAE,0.97,0.9847715736040609,0.01,,5.0
RLP_PUL,0.82,0.9010989010989011,0.01,,
GCN_GAE,0.865,0.9276139410187667,0.01,,
CCRNE,0.805,0.8919667590027701,0.02,200.0,
MCLS,0.885,0.9389920424403183,0.02,200.0,
LP_PUL,0.835,0.9100817438692098,0.02,200.0,
PU_LP,0.7222222222222222,0.8387096774193549,0.02,18.0,
RCSVM,,0.0,0.02,0.0,
RANDOM,0.81,0.8950276243093923,0.02,,
RGCN_GAE,0.98,0.98989898989899,0.02,,2.0
RGCN_GAE,0.995,0.9974937343358395,0.02,,3.0
RGCN_GAE,0.995,0.9974937343358395,0.02,,4.0
RGCN_GAE,0.94,0.9690721649484536,0.02,,5.0
RLP_PUL,0.835,0.9100817438692098,0.02,,
GCN_GAE,0.865,0.9276139410187667,0.02,,
CCRNE,0.76,0.8636363636363636,0.03,200.0,
MCLS,0.86,0.9247311827956989,0.03,200.0,
LP_PUL,0.775,0.8732394366197183,0.03,200.0,
PU_LP,0.8148148148148148,0.8979591836734694,0.03,27.0,
RCSVM,,0.0,0.03,0.0,
RANDOM,0.75,0.8571428571428571,0.03,,
RGCN_GAE,0.965,0.9821882951653944,0.03,,2.0
RGCN_GAE,0.975,0.9873417721518988,0.03,,3.0
RGCN_GAE,0.975,0.9873417721518988,0.03,,4.0
RGCN_GAE,0.945,0.9717223650385605,0.03,,5.0
RLP_PUL,0.775,0.8732394366197183,0.03,,
GCN_GAE,0.97,0.9847715736040609,0.03,,
CCRNE,0.805,0.8919667590027701,0.04,200.0,
MCLS,0.92,0.9583333333333334,0.04,200.0,
LP_PUL,0.84,0.9130434782608695,0.04,200.0,
PU_LP,0.7777777777777778,0.875,0.04,36.0,
RCSVM,,0.0,0.04,0.0,
RANDOM,0.745,0.8538681948424068,0.04,,
RGCN_GAE,0.985,0.9924433249370277,0.04,,2.0
RGCN_GAE,0.975,0.9873417721518988,0.04,,3.0
RGCN_GAE,0.975,0.9873417721518988,0.04,,4.0
RGCN_GAE,0.97,0.9847715736040609,0.04,,5.0
RLP_PUL,0.84,0.9130434782608695,0.04,,
GCN_GAE,0.89,0.9417989417989417,0.04,,
CCRNE,0.79,0.88268156424581,0.05,200.0,
MCLS,0.9,0.9473684210526315,0.05,200.0,
LP_PUL,0.85,0.918918918918919,0.05,200.0,
PU_LP,0.8222222222222222,0.9024390243902439,0.05,45.0,
RCSVM,,0.0,0.05,0.0,
RANDOM,0.795,0.8857938718662952,0.05,,
RGCN_GAE,0.985,0.9924433249370277,0.05,,2.0
RGCN_GAE,0.985,0.9924433249370277,0.05,,3.0
RGCN_GAE,0.98,0.98989898989899,0.05,,4.0
RGCN_GAE,0.97,0.9847715736040609,0.05,,5.0
RLP_PUL,0.855,0.921832884097035,0.05,,
GCN_GAE,0.86,0.9247311827956989,0.05,,
CCRNE,0.8,0.8888888888888888,0.06,200.0,
MCLS,0.89,0.9417989417989417,0.06,200.0,
LP_PUL,0.88,0.9361702127659575,0.06,200.0,
PU_LP,0.8333333333333334,0.9090909090909091,0.06,54.0,
RCSVM,,0.0,0.06,0.0,
RANDOM,0.78,0.8764044943820225,0.06,,
RGCN_GAE,0.965,0.9821882951653944,0.06,,2.0
RGCN_GAE,0.985,0.9924433249370277,0.06,,3.0
RGCN_GAE,0.985,0.9924433249370277,0.06,,4.0
RGCN_GAE,0.97,0.9847715736040609,0.06,,5.0
RLP_PUL,0.88,0.9361702127659575,0.06,,
GCN_GAE,0.875,0.9333333333333333,0.06,,
CCRNE,0.76,0.8636363636363636,0.07,200.0,
MCLS,0.88,0.9361702127659575,0.07,200.0,
LP_PUL,0.88,0.9361702127659575,0.07,200.0,
PU_LP,0.8253968253968254,0.9043478260869565,0.07,63.0,
RCSVM,,0.0,0.07,0.0,
RANDOM,0.75,0.8571428571428571,0.07,,
RGCN_GAE,0.98,0.98989898989899,0.07,,2.0
RGCN_GAE,0.99,0.9949748743718593,0.07,,3.0
RGCN_GAE,0.975,0.9873417721518988,0.07,,4.0
RGCN_GAE,0.965,0.9821882951653944,0.07,,5.0
RLP_PUL,0.885,0.9389920424403183,0.07,,
GCN_GAE,0.885,0.9389920424403183,0.07,,
CCRNE,0.795,0.8857938718662952,0.08,200.0,
MCLS,0.875,0.9333333333333333,0.08,200.0,
LP_PUL,0.885,0.9389920424403183,0.08,200.0,
PU_LP,0.7638888888888888,0.8661417322834646,0.08,72.0,
RCSVM,,0.0,0.08,0.0,
RANDOM,0.805,0.8919667590027701,0.08,,
RGCN_GAE,0.99,0.9949748743718593,0.08,,2.0
RGCN_GAE,0.995,0.9974937343358395,0.08,,3.0
RGCN_GAE,0.96,0.9795918367346939,0.08,,4.0
RGCN_GAE,0.985,0.9924433249370277,0.08,,5.0
