model,acc,f1,P,neg,L
RCSVM,0.3984476067270375,0.5698427382053654,0.15,773.0,
RANDOM,0.525,0.6885245901639344,0.15,,
RGCN_GAE,0.595,0.7460815047021944,0.15,,2.0
RGCN_GAE,0.61,0.7577639751552795,0.15,,3.0
RGCN_GAE,0.575,0.7301587301587301,0.15,,4.0
RGCN_GAE,0.615,0.7616099071207431,0.15,,5.0
RLP_PUL,0.625,0.7692307692307693,0.15,,
GCN_GAE,0.495,0.6622073578595318,0.15,,
CCRNE,0.515,0.6798679867986799,0.16,200.0,
MCLS,0.505,0.6710963455149501,0.16,200.0,
LP_PUL,0.545,0.7055016181229773,0.16,200.0,
PU_LP,0.4930875576036866,0.6604938271604939,0.16,217.0,
RCSVM,0.3585476550680787,0.5278396436525612,0.16,661.0,
RANDOM,0.49,0.6577181208053692,0.16,,
RGCN_GAE,0.59,0.7421383647798742,0.16,,2.0
RGCN_GAE,0.57,0.7261146496815286,0.16,,3.0
RGCN_GAE,0.59,0.7421383647798742,0.16,,4.0
RGCN_GAE,0.54,0.7012987012987013,0.16,,5.0
RLP_PUL,0.59,0.7421383647798742,0.16,,
GCN_GAE,0.505,0.6710963455149501,0.16,,
CCRNE,0.49,0.6577181208053692,0.17,200.0,
MCLS,0.525,0.6885245901639344,0.17,200.0,
LP_PUL,0.515,0.6798679867986799,0.17,200.0,
PU_LP,0.5478260869565217,0.7078651685393258,0.17,230.0,
RCSVM,0.3981762917933131,0.5695652173913044,0.17,329.0,
RANDOM,0.505,0.6710963455149501,0.17,,
RGCN_GAE,0.605,0.7538940809968847,0.17,,2.0
RGCN_GAE,0.555,0.7138263665594855,0.17,,3.0
RGCN_GAE,0.58,0.7341772151898734,0.17,,4.0
RGCN_GAE,0.57,0.7261146496815286,0.17,,5.0
RLP_PUL,0.585,0.7381703470031545,0.17,,
GCN_GAE,0.5,0.6666666666666666,0.17,,
CCRNE,0.5,0.6666666666666666,0.18,200.0,
MCLS,0.545,0.7055016181229773,0.18,200.0,
LP_PUL,0.51,0.6754966887417219,0.18,200.0,
PU_LP,0.49794238683127573,0.6648351648351648,0.18,243.0,
RCSVM,0.4398496240601504,0.6109660574412533,0.18,266.0,
RANDOM,0.515,0.6798679867986799,0.18,,
RGCN_GAE,0.63,0.7730061349693251,0.18,,2.0
RGCN_GAE,0.605,0.7538940809968847,0.18,,3.0
RGCN_GAE,0.565,0.7220447284345048,0.18,,4.0
RGCN_GAE,0.53,0.6928104575163399,0.18,,5.0
RLP_PUL,0.59,0.7421383647798742,0.18,,
GCN_GAE,0.525,0.6885245901639344,0.18,,
CCRNE,0.515,0.6798679867986799,0.19,200.0,
MCLS,0.535,0.6970684039087948,0.19,200.0,
LP_PUL,0.55,0.7096774193548387,0.19,200.0,
PU_LP,0.5642023346303502,0.7213930348258707,0.19,257.0,
RCSVM,0.2991913746630728,0.4605809128630705,0.19,371.0,
RANDOM,0.44,0.6111111111111112,0.19,,
RGCN_GAE,0.605,0.7538940809968847,0.19,,2.0
RGCN_GAE,0.575,0.7301587301587301,0.19,,3.0
RGCN_GAE,0.555,0.7138263665594855,0.19,,4.0
RGCN_GAE,0.575,0.7301587301587301,0.19,,5.0
RLP_PUL,0.545,0.7055016181229773,0.19,,
GCN_GAE,0.505,0.6710963455149501,0.19,,
CCRNE,0.57,0.7261146496815286,0.2,200.0,
MCLS,0.55,0.7096774193548387,0.2,200.0,
LP_PUL,0.525,0.6885245901639344,0.2,200.0,
PU_LP,0.5444444444444444,0.7050359712230215,0.2,270.0,
RCSVM,0.37752161383285304,0.5481171548117155,0.2,347.0,
RANDOM,0.46,0.6301369863013698,0.2,,
RGCN_GAE,0.605,0.7538940809968847,0.2,,2.0
RGCN_GAE,0.575,0.7301587301587301,0.2,,3.0
RGCN_GAE,0.57,0.7261146496815286,0.2,,4.0
RGCN_GAE,0.555,0.7138263665594855,0.2,,5.0
RLP_PUL,0.67,0.8023952095808383,0.2,,
GCN_GAE,0.525,0.6885245901639344,0.2,,
CCRNE,0.54,0.7012987012987013,0.21,200.0,
MCLS,0.545,0.7055016181229773,0.21,200.0,
LP_PUL,0.54,0.7012987012987013,0.21,200.0,
PU_LP,0.545774647887324,0.7061503416856492,0.21,284.0,
RCSVM,0.4,0.5714285714285714,0.21,340.0,
RANDOM,0.485,0.6531986531986532,0.21,,
RGCN_GAE,0.625,0.7692307692307693,0.21,,2.0
RGCN_GAE,0.58,0.7341772151898734,0.21,,3.0
RGCN_GAE,0.575,0.7301587301587301,0.21,,4.0
RGCN_GAE,0.6,0.75,0.21,,5.0
RLP_PUL,0.625,0.7692307692307693,0.21,,
GCN_GAE,0.535,0.6970684039087948,0.21,,
CCRNE,0.51,0.6754966887417219,0.22,200.0,
MCLS,0.52,0.6842105263157895,0.22,200.0,
LP_PUL,0.555,0.7138263665594855,0.22,200.0,
PU_LP,0.5622895622895623,0.7198275862068966,0.22,297.0,
RCSVM,0.35760517799352753,0.5268176400476758,0.22,618.0,
RANDOM,0.455,0.6254295532646048,0.22,,
RGCN_GAE,0.61,0.7577639751552795,0.22,,2.0
RGCN_GAE,0.6,0.75,0.22,,3.0
RGCN_GAE,0.575,0.7301587301587301,0.22,,4.0
RGCN_GAE,0.575,0.7301587301587301,0.22,,5.0
RLP_PUL,0.64,0.7804878048780488,0.22,,
GCN_GAE,0.55,0.7096774193548387,0.22,,
CCRNE,0.565,0.7220447284345048,0.23,200.0,
MCLS,0.515,0.6798679867986799,0.23,200.0,
LP_PUL,0.535,0.6970684039087948,0.23,200.0,
PU_LP,0.5673076923076923,0.7239263803680982,0.23,312.0,
RCSVM,0.3922518159806295,0.5634782608695652,0.23,413.0,
RANDOM,0.495,0.6622073578595318,0.23,,
RGCN_GAE,0.575,0.7301587301587301,0.23,,2.0
RGCN_GAE,0.58,0.7341772151898734,0.23,,3.0
RGCN_GAE,0.545,0.7055016181229773,0.23,,4.0
RGCN_GAE,0.52,0.6842105263157895,0.23,,5.0
RLP_PUL,0.555,0.7138263665594855,0.23,,
GCN_GAE,0.525,0.6885245901639344,0.23,,
CCRNE,0.585,0.7381703470031545,0.24,200.0,
MCLS,0.54,0.7012987012987013,0.24,200.0,
LP_PUL,0.55,0.7096774193548387,0.24,200.0,
PU_LP,0.5846153846153846,0.7378640776699029,0.24,325.0,
RCSVM,0.3875968992248062,0.5586592178770949,0.24,645.0,
RANDOM,0.51,0.6754966887417219,0.24,,
RGCN_GAE,0.57,0.7261146496815286,0.24,,2.0
RGCN_GAE,0.58,0.7341772151898734,0.24,,3.0
RGCN_GAE,0.56,0.717948717948718,0.24,,4.0
RGCN_GAE,0.575,0.7301587301587301,0.24,,5.0
RLP_PUL,0.62,0.7654320987654321,0.24,,
GCN_GAE,0.485,0.6531986531986532,0.24,,
CCRNE,0.545,0.7055016181229773,0.25,200.0,
MCLS,0.525,0.6885245901639344,0.25,200.0,
LP_PUL,0.535,0.6970684039087948,0.25,200.0,
PU_LP,0.5663716814159292,0.7231638418079096,0.25,339.0,
RCSVM,0.3558139534883721,0.5248713550600344,0.25,430.0,
RANDOM,0.485,0.6531986531986532,0.25,,
RGCN_GAE,0.615,0.7616099071207431,0.25,,2.0
RGCN_GAE,0.56,0.717948717948718,0.25,,3.0
RGCN_GAE,0.57,0.7261146496815286,0.25,,4.0
RGCN_GAE,0.59,0.7421383647798742,0.25,,5.0
RLP_PUL,0.59,0.7421383647798742,0.25,,
GCN_GAE,0.555,0.7138263665594855,0.25,,
CCRNE,0.47,0.6394557823129252,0.01,200.0,
MCLS,0.5,0.6666666666666666,0.01,200.0,
LP_PUL,0.475,0.6440677966101694,0.01,200.0,
PU_LP,0.38461538461538464,0.5555555555555556,0.01,13.0,
RCSVM,0.42235410484668645,0.5938803894297635,0.01,1011.0,
RANDOM,0.485,0.6531986531986532,0.01,,
RGCN_GAE,0.47,0.6394557823129252,0.01,,2.0
RGCN_GAE,0.465,0.6348122866894198,0.01,,3.0
RGCN_GAE,0.46,0.6301369863013698,0.01,,4.0
RGCN_GAE,0.47,0.6394557823129252,0.01,,5.0
RLP_PUL,0.515,0.6798679867986799,0.01,,
GCN_GAE,0.45,0.6206896551724138,0.01,,
CCRNE,0.465,0.6348122866894198,0.02,200.0,
MCLS,0.54,0.7012987012987013,0.02,200.0,
LP_PUL,0.475,0.6440677966101694,0.02,200.0,
PU_LP,0.5,0.6666666666666666,0.02,26.0,
RCSVM,0.4714104193138501,0.6407599309153713,0.02,787.0,
RANDOM,0.43,0.6013986013986014,0.02,,
RGCN_GAE,0.525,0.6885245901639344,0.02,,2.0
RGCN_GAE,0.51,0.6754966887417219,0.02,,3.0
RGCN_GAE,0.515,0.6798679867986799,0.02,,4.0
RGCN_GAE,0.55,0.7096774193548387,0.02,,5.0
RLP_PUL,0.465,0.6348122866894198,0.02,,
GCN_GAE,0.46,0.6301369863013698,0.02,,
CCRNE,0.5,0.6666666666666666,0.03,200.0,
MCLS,0.535,0.6970684039087948,0.03,200.0,
LP_PUL,0.485,0.6531986531986532,0.03,200.0,
PU_LP,0.4,0.5714285714285714,0.03,40.0,
RCSVM,0.3696808510638298,0.5398058252427185,0.03,376.0,
RANDOM,0.53,0.6928104575163399,0.03,,
RGCN_GAE,0.53,0.6928104575163399,0.03,,2.0
RGCN_GAE,0.575,0.7301587301587301,0.03,,3.0
RGCN_GAE,0.54,0.7012987012987013,0.03,,4.0
RGCN_GAE,0.48,0.6486486486486487,0.03,,5.0
RLP_PUL,0.5,0.6666666666666666,0.03,,
GCN_GAE,0.465,0.6348122866894198,0.03,,
CCRNE,0.545,0.7055016181229773,0.04,200.0,
MCLS,0.55,0.7096774193548387,0.04,200.0,
LP_PUL,0.475,0.6440677966101694,0.04,200.0,
PU_LP,0.4339622641509434,0.6052631578947368,0.04,53.0,
RCSVM,0.42219679633867274,0.5937248592115849,0.04,874.0,
RANDOM,0.48,0.6486486486486487,0.04,,
RGCN_GAE,0.51,0.6754966887417219,0.04,,2.0
RGCN_GAE,0.52,0.6842105263157895,0.04,,3.0
RGCN_GAE,0.53,0.6928104575163399,0.04,,4.0
RGCN_GAE,0.52,0.6842105263157895,0.04,,5.0
RLP_PUL,0.51,0.6754966887417219,0.04,,
GCN_GAE,0.45,0.6206896551724138,0.04,,
CCRNE,0.5,0.6666666666666666,0.05,200.0,
MCLS,0.515,0.6798679867986799,0.05,200.0,
LP_PUL,0.5,0.6666666666666666,0.05,200.0,
PU_LP,0.44776119402985076,0.6185567010309279,0.05,67.0,
RCSVM,0.4424131627056673,0.6134347275031685,0.05,547.0,
RANDOM,0.525,0.6885245901639344,0.05,,
RGCN_GAE,0.545,0.7055016181229773,0.05,,2.0
RGCN_GAE,0.55,0.7096774193548387,0.05,,3.0
RGCN_GAE,0.57,0.7261146496815286,0.05,,4.0
RGCN_GAE,0.555,0.7138263665594855,0.05,,5.0
RLP_PUL,0.5,0.6666666666666666,0.05,,
GCN_GAE,0.46,0.6301369863013698,0.05,,
CCRNE,0.5,0.6666666666666666,0.06,200.0,
MCLS,0.515,0.6798679867986799,0.06,200.0,
LP_PUL,0.51,0.6754966887417219,0.06,200.0,
PU_LP,0.4875,0.6554621848739496,0.06,80.0,
RCSVM,0.3406113537117904,0.50814332247557,0.06,458.0,
RANDOM,0.475,0.6440677966101694,0.06,,
RGCN_GAE,0.565,0.7220447284345048,0.06,,2.0
RGCN_GAE,0.56,0.717948717948718,0.06,,3.0
RGCN_GAE,0.545,0.7055016181229773,0.06,,4.0
RGCN_GAE,0.52,0.6842105263157895,0.06,,5.0
RLP_PUL,0.46,0.6301369863013698,0.06,,
GCN_GAE,0.46,0.6301369863013698,0.06,,
CCRNE,0.445,0.615916955017301,0.07,200.0,
MCLS,0.535,0.6970684039087948,0.07,200.0,
LP_PUL,0.505,0.6710963455149501,0.07,200.0,
PU_LP,0.5,0.6666666666666666,0.07,94.0,
RCSVM,0.4466338259441708,0.6174801362088536,0.07,609.0,
RANDOM,0.495,0.6622073578595318,0.07,,
RGCN_GAE,0.54,0.7012987012987013,0.07,,2.0
RGCN_GAE,0.56,0.717948717948718,0.07,,3.0
RGCN_GAE,0.58,0.7341772151898734,0.07,,4.0
RGCN_GAE,0.575,0.7301587301587301,0.07,,5.0
RLP_PUL,0.53,0.6928104575163399,0.07,,
GCN_GAE,0.47,0.6394557823129252,0.07,,
CCRNE,0.49,0.6577181208053692,0.08,200.0,
MCLS,0.46,0.6301369863013698,0.08,200.0,
LP_PUL,0.48,0.6486486486486487,0.08,200.0,
PU_LP,0.4672897196261682,0.6369426751592356,0.08,107.0,
RCSVM,0.4878048780487805,0.6557377049180327,0.08,615.0,
RANDOM,0.52,0.6842105263157895,0.08,,
RGCN_GAE,0.54,0.7012987012987013,0.08,,2.0
RGCN_GAE,0.59,0.7421383647798742,0.08,,3.0
RGCN_GAE,0.555,0.7138263665594855,0.08,,4.0
RGCN_GAE,0.54,0.7012987012987013,0.08,,5.0
RLP_PUL,0.52,0.6842105263157895,0.08,,
GCN_GAE,0.475,0.6440677966101694,0.08,,
CCRNE,0.53,0.6928104575163399,0.09,200.0,
MCLS,0.535,0.6970684039087948,0.09,200.0,
LP_PUL,0.515,0.6798679867986799,0.09,200.0,
PU_LP,0.475,0.6440677966101694,0.09,120.0,
RCSVM,0.39846743295019155,0.5698630136986301,0.09,261.0,
RANDOM,0.475,0.6440677966101694,0.09,,
RGCN_GAE,0.62,0.7654320987654321,0.09,,2.0
RGCN_GAE,0.595,0.7460815047021944,0.09,,3.0
RGCN_GAE,0.57,0.7261146496815286,0.09,,4.0
RGCN_GAE,0.59,0.7421383647798742,0.09,,5.0
RLP_PUL,0.535,0.6970684039087948,0.09,,
GCN_GAE,0.49,0.6577181208053692,0.09,,
CCRNE,0.495,0.6622073578595318,0.1,200.0,
MCLS,0.52,0.6842105263157895,0.1,200.0,
LP_PUL,0.505,0.6710963455149501,0.1,200.0,
PU_LP,0.5111111111111111,0.6764705882352942,0.1,135.0,
RCSVM,0.3207207207207207,0.48567530695770805,0.1,555.0,
RANDOM,0.475,0.6440677966101694,0.1,,
RGCN_GAE,0.595,0.7460815047021944,0.1,,2.0
RGCN_GAE,0.58,0.7341772151898734,0.1,,3.0
RGCN_GAE,0.535,0.6970684039087948,0.1,,4.0
RGCN_GAE,0.545,0.7055016181229773,0.1,,5.0
RLP_PUL,0.515,0.6798679867986799,0.1,,
GCN_GAE,0.475,0.6440677966101694,0.1,,
CCRNE,0.465,0.6348122866894198,0.11,200.0,
MCLS,0.54,0.7012987012987013,0.11,200.0,
LP_PUL,0.48,0.6486486486486487,0.11,200.0,
PU_LP,0.5337837837837838,0.6960352422907489,0.11,148.0,
RCSVM,0.32247557003257327,0.4876847290640394,0.11,614.0,
RANDOM,0.49,0.6577181208053692,0.11,,
RGCN_GAE,0.61,0.7577639751552795,0.11,,2.0
RGCN_GAE,0.585,0.7381703470031545,0.11,,3.0
RGCN_GAE,0.56,0.717948717948718,0.11,,4.0
RGCN_GAE,0.535,0.6970684039087948,0.11,,5.0
RLP_PUL,0.525,0.6885245901639344,0.11,,
GCN_GAE,0.49,0.6577181208053692,0.11,,
CCRNE,0.52,0.6842105263157895,0.12,200.0,
MCLS,0.565,0.7220447284345048,0.12,200.0,
LP_PUL,0.515,0.6798679867986799,0.12,200.0,
PU_LP,0.5123456790123457,0.6775510204081633,0.12,162.0,
RCSVM,0.3297045101088647,0.495906432748538,0.12,643.0,
RANDOM,0.52,0.6842105263157895,0.12,,
RGCN_GAE,0.58,0.7341772151898734,0.12,,2.0
RGCN_GAE,0.59,0.7421383647798742,0.12,,3.0
RGCN_GAE,0.55,0.7096774193548387,0.12,,4.0
RGCN_GAE,0.56,0.717948717948718,0.12,,5.0
RLP_PUL,0.52,0.6842105263157895,0.12,,
GCN_GAE,0.49,0.6577181208053692,0.12,,
CCRNE,0.525,0.6885245901639344,0.13,200.0,
MCLS,0.545,0.7055016181229773,0.13,200.0,
LP_PUL,0.525,0.6885245901639344,0.13,200.0,
PU_LP,0.4857142857142857,0.6538461538461539,0.13,175.0,
RCSVM,0.3617886178861789,0.5313432835820896,0.13,492.0,
RANDOM,0.44,0.6111111111111112,0.13,,
RGCN_GAE,0.535,0.6970684039087948,0.13,,2.0
RGCN_GAE,0.555,0.7138263665594855,0.13,,3.0
RGCN_GAE,0.505,0.6710963455149501,0.13,,4.0
RGCN_GAE,0.53,0.6928104575163399,0.13,,5.0
RLP_PUL,0.48,0.6486486486486487,0.13,,
GCN_GAE,0.5,0.6666666666666666,0.13,,
CCRNE,0.49,0.6577181208053692,0.14,200.0,
MCLS,0.51,0.6754966887417219,0.14,200.0,
LP_PUL,0.52,0.6842105263157895,0.14,200.0,
PU_LP,0.4973544973544973,0.6643109540636042,0.14,189.0,
RCSVM,0.43670886075949367,0.6079295154185022,0.14,474.0,
RANDOM,0.5,0.6666666666666666,0.14,,
RGCN_GAE,0.61,0.7577639751552795,0.14,,2.0
RGCN_GAE,0.56,0.717948717948718,0.14,,3.0
RGCN_GAE,0.575,0.7301587301587301,0.14,,4.0
RGCN_GAE,0.57,0.7261146496815286,0.14,,5.0
RLP_PUL,0.55,0.7096774193548387,0.14,,
GCN_GAE,0.51,0.6754966887417219,0.14,,
CCRNE,0.55,0.7096774193548387,0.15,200.0,
MCLS,0.525,0.6885245901639344,0.15,200.0,
LP_PUL,0.52,0.6842105263157895,0.15,200.0,
PU_LP,0.4900990099009901,0.6578073089700996,0.15,202.0,
RCSVM,0.39158576051779936,0.5627906976744186,0.15,618.0,
RANDOM,0.51,0.6754966887417219,0.15,,
RGCN_GAE,0.52,0.6842105263157895,0.15,,2.0
RGCN_GAE,0.555,0.7138263665594855,0.15,,3.0
RGCN_GAE,0.565,0.7220447284345048,0.15,,4.0
RGCN_GAE,0.62,0.7654320987654321,0.15,,5.0
RLP_PUL,0.565,0.7220447284345048,0.15,,
GCN_GAE,0.46,0.6301369863013698,0.15,,
CCRNE,0.495,0.6622073578595318,0.16,200.0,
MCLS,0.505,0.6710963455149501,0.16,200.0,
LP_PUL,0.525,0.6885245901639344,0.16,200.0,
PU_LP,0.5069124423963134,0.672782874617737,0.16,217.0,
RCSVM,0.3643835616438356,0.5341365461847389,0.16,365.0,
RANDOM,0.49,0.6577181208053692,0.16,,
RGCN_GAE,0.635,0.7767584097859327,0.16,,2.0
RGCN_GAE,0.62,0.7654320987654321,0.16,,3.0
RGCN_GAE,0.58,0.7341772151898734,0.16,,4.0
RGCN_GAE,0.58,0.7341772151898734,0.16,,5.0
RLP_PUL,0.555,0.7138263665594855,0.16,,
GCN_GAE,0.465,0.6348122866894198,0.16,,
CCRNE,0.475,0.6440677966101694,0.17,200.0,
MCLS,0.535,0.6970684039087948,0.17,200.0,
LP_PUL,0.53,0.6928104575163399,0.17,200.0,
PU_LP,0.5478260869565217,0.7078651685393258,0.17,230.0,
RCSVM,0.3422459893048128,0.5099601593625498,0.17,561.0,
RANDOM,0.51,0.6754966887417219,0.17,,
RGCN_GAE,0.555,0.7138263665594855,0.17,,2.0
RGCN_GAE,0.565,0.7220447284345048,0.17,,3.0
RGCN_GAE,0.565,0.7220447284345048,0.17,,4.0
RGCN_GAE,0.52,0.6842105263157895,0.17,,5.0
RLP_PUL,0.61,0.7577639751552795,0.17,,
GCN_GAE,0.51,0.6754966887417219,0.17,,
CCRNE,0.52,0.6842105263157895,0.18,200.0,
MCLS,0.47,0.6394557823129252,0.18,200.0,
LP_PUL,0.525,0.6885245901639344,0.18,200.0,
PU_LP,0.5349794238683128,0.6970509383378016,0.18,243.0,
RCSVM,0.3131991051454139,0.47700170357751276,0.18,447.0,
RANDOM,0.48,0.6486486486486487,0.18,,
RGCN_GAE,0.585,0.7381703470031545,0.18,,2.0
RGCN_GAE,0.58,0.7341772151898734,0.18,,3.0
RGCN_GAE,0.545,0.7055016181229773,0.18,,4.0
RGCN_GAE,0.52,0.6842105263157895,0.18,,5.0
RLP_PUL,0.58,0.7341772151898734,0.18,,
GCN_GAE,0.495,0.6622073578595318,0.18,,
CCRNE,0.53,0.6928104575163399,0.19,200.0,
MCLS,0.51,0.6754966887417219,0.19,200.0,
LP_PUL,0.53,0.6928104575163399,0.19,200.0,
PU_LP,0.5369649805447471,0.6987341772151898,0.19,257.0,
RCSVM,0.3917525773195876,0.562962962962963,0.19,485.0,
RANDOM,0.525,0.6885245901639344,0.19,,
RGCN_GAE,0.61,0.7577639751552795,0.19,,2.0
RGCN_GAE,0.57,0.7261146496815286,0.19,,3.0
RGCN_GAE,0.565,0.7220447284345048,0.19,,4.0
RGCN_GAE,0.58,0.7341772151898734,0.19,,5.0
RLP_PUL,0.63,0.7730061349693251,0.19,,
GCN_GAE,0.525,0.6885245901639344,0.19,,
CCRNE,0.545,0.7055016181229773,0.2,200.0,
MCLS,0.505,0.6710963455149501,0.2,200.0,
LP_PUL,0.545,0.7055016181229773,0.2,200.0,
PU_LP,0.5518518518518518,0.711217183770883,0.2,270.0,
RCSVM,0.3551020408163265,0.5240963855421686,0.2,490.0,
RANDOM,0.52,0.6842105263157895,0.2,,
RGCN_GAE,0.585,0.7381703470031545,0.2,,2.0
RGCN_GAE,0.57,0.7261146496815286,0.2,,3.0
RGCN_GAE,0.575,0.7301587301587301,0.2,,4.0
RGCN_GAE,0.54,0.7012987012987013,0.2,,5.0
RLP_PUL,0.595,0.7460815047021944,0.2,,
GCN_GAE,0.505,0.6710963455149501,0.2,,
CCRNE,0.565,0.7220447284345048,0.21,200.0,
MCLS,0.56,0.717948717948718,0.21,200.0,
LP_PUL,0.53,0.6928104575163399,0.21,200.0,
PU_LP,0.5563380281690141,0.7149321266968326,0.21,284.0,
RCSVM,0.4244604316546763,0.5959595959595959,0.21,278.0,
RANDOM,0.515,0.6798679867986799,0.21,,
RGCN_GAE,0.57,0.7261146496815286,0.21,,2.0
RGCN_GAE,0.56,0.717948717948718,0.21,,3.0
RGCN_GAE,0.575,0.7301587301587301,0.21,,4.0
RGCN_GAE,0.64,0.7804878048780488,0.21,,5.0
RLP_PUL,0.52,0.6842105263157895,0.21,,
GCN_GAE,0.485,0.6531986531986532,0.21,,
CCRNE,0.545,0.7055016181229773,0.22,200.0,
MCLS,0.57,0.7261146496815286,0.22,200.0,
LP_PUL,0.575,0.7301587301587301,0.22,200.0,
PU_LP,0.5286195286195287,0.6916299559471366,0.22,297.0,
RCSVM,0.4274193548387097,0.5988700564971752,0.22,372.0,
RANDOM,0.525,0.6885245901639344,0.22,,
RGCN_GAE,0.57,0.7261146496815286,0.22,,2.0
RGCN_GAE,0.575,0.7301587301587301,0.22,,3.0
RGCN_GAE,0.53,0.6928104575163399,0.22,,4.0
RGCN_GAE,0.54,0.7012987012987013,0.22,,5.0
RLP_PUL,0.565,0.7220447284345048,0.22,,
GCN_GAE,0.525,0.6885245901639344,0.22,,
CCRNE,0.56,0.717948717948718,0.23,200.0,
MCLS,0.55,0.7096774193548387,0.23,200.0,
LP_PUL,0.545,0.7055016181229773,0.23,200.0,
PU_LP,0.5576923076923077,0.7160493827160493,0.23,312.0,
RCSVM,0.3549618320610687,0.523943661971831,0.23,524.0,
RANDOM,0.5,0.6666666666666666,0.23,,
RGCN_GAE,0.56,0.717948717948718,0.23,,2.0
RGCN_GAE,0.565,0.7220447284345048,0.23,,3.0
RGCN_GAE,0.57,0.7261146496815286,0.23,,4.0
RGCN_GAE,0.505,0.6710963455149501,0.23,,5.0
RLP_PUL,0.585,0.7381703470031545,0.23,,
GCN_GAE,0.515,0.6798679867986799,0.23,,
CCRNE,0.565,0.7220447284345048,0.24,200.0,
MCLS,0.54,0.7012987012987013,0.24,200.0,
LP_PUL,0.54,0.7012987012987013,0.24,200.0,
PU_LP,0.5661538461538461,0.7229862475442044,0.24,325.0,
RCSVM,0.3663101604278075,0.5362035225048923,0.24,374.0,
RANDOM,0.49,0.6577181208053692,0.24,,
RGCN_GAE,0.62,0.7654320987654321,0.24,,2.0
RGCN_GAE,0.565,0.7220447284345048,0.24,,3.0
RGCN_GAE,0.64,0.7804878048780488,0.24,,4.0
RGCN_GAE,0.5,0.6666666666666666,0.24,,5.0
RLP_PUL,0.61,0.7577639751552795,0.24,,
GCN_GAE,0.515,0.6798679867986799,0.24,,
CCRNE,0.545,0.7055016181229773,0.25,200.0,
MCLS,0.535,0.6970684039087948,0.25,200.0,
LP_PUL,0.525,0.6885245901639344,0.25,200.0,
PU_LP,0.5752212389380531,0.7303370786516854,0.25,339.0,
RCSVM,0.37261698440207974,0.5429292929292929,0.25,577.0,
RANDOM,0.485,0.6531986531986532,0.25,,
RGCN_GAE,0.58,0.7341772151898734,0.25,,2.0
RGCN_GAE,0.555,0.7138263665594855,0.25,,3.0
RGCN_GAE,0.55,0.7096774193548387,0.25,,4.0
RGCN_GAE,0.53,0.6928104575163399,0.25,,5.0
RLP_PUL,0.585,0.7381703470031545,0.25,,
GCN_GAE,0.53,0.6928104575163399,0.25,,
CCRNE,0.555,0.7138263665594855,0.01,200.0,
MCLS,0.53,0.6928104575163399,0.01,200.0,
LP_PUL,0.48,0.6486486486486487,0.01,200.0,
PU_LP,0.46153846153846156,0.631578947368421,0.01,13.0,
RCSVM,0.5019685039370079,0.6684141546526867,0.01,508.0,
RANDOM,0.5,0.6666666666666666,0.01,,
RGCN_GAE,0.485,0.6531986531986532,0.01,,2.0
RGCN_GAE,0.475,0.6440677966101694,0.01,,3.0
RGCN_GAE,0.49,0.6577181208053692,0.01,,4.0
RGCN_GAE,0.49,0.6577181208053692,0.01,,5.0
RLP_PUL,0.46,0.6301369863013698,0.01,,
GCN_GAE,0.47,0.6394557823129252,0.01,,
CCRNE,0.515,0.6798679867986799,0.02,200.0,
MCLS,0.525,0.6885245901639344,0.02,200.0,
LP_PUL,0.505,0.6710963455149501,0.02,200.0,
PU_LP,0.5,0.6666666666666666,0.02,26.0,
RCSVM,0.3365200764818356,0.5035765379113019,0.02,523.0,
RANDOM,0.5,0.6666666666666666,0.02,,
RGCN_GAE,0.52,0.6842105263157895,0.02,,2.0
RGCN_GAE,0.535,0.6970684039087948,0.02,,3.0
RGCN_GAE,0.515,0.6798679867986799,0.02,,4.0
RGCN_GAE,0.53,0.6928104575163399,0.02,,5.0
RLP_PUL,0.495,0.6622073578595318,0.02,,
GCN_GAE,0.465,0.6348122866894198,0.02,,
CCRNE,0.485,0.6531986531986532,0.03,200.0,
MCLS,0.535,0.6970684039087948,0.03,200.0,
LP_PUL,0.49,0.6577181208053692,0.03,200.0,
PU_LP,0.4,0.5714285714285714,0.03,40.0,
RCSVM,0.4340567612687813,0.6053550640279395,0.03,599.0,
RANDOM,0.495,0.6622073578595318,0.03,,
RGCN_GAE,0.515,0.6798679867986799,0.03,,2.0
RGCN_GAE,0.53,0.6928104575163399,0.03,,3.0
RGCN_GAE,0.56,0.717948717948718,0.03,,4.0
RGCN_GAE,0.57,0.7261146496815286,0.03,,5.0
RLP_PUL,0.5,0.6666666666666666,0.03,,
GCN_GAE,0.455,0.6254295532646048,0.03,,
CCRNE,0.46,0.6301369863013698,0.04,200.0,
MCLS,0.475,0.6440677966101694,0.04,200.0,
LP_PUL,0.49,0.6577181208053692,0.04,200.0,
PU_LP,0.4528301886792453,0.6233766233766234,0.04,53.0,
RCSVM,0.42452830188679247,0.5960264900662252,0.04,636.0,
RANDOM,0.535,0.6970684039087948,0.04,,
RGCN_GAE,0.565,0.7220447284345048,0.04,,2.0
RGCN_GAE,0.55,0.7096774193548387,0.04,,3.0
RGCN_GAE,0.55,0.7096774193548387,0.04,,4.0
RGCN_GAE,0.525,0.6885245901639344,0.04,,5.0
RLP_PUL,0.43,0.6013986013986014,0.04,,
GCN_GAE,0.445,0.615916955017301,0.04,,
CCRNE,0.475,0.6440677966101694,0.05,200.0,
