model,acc,f1,P,neg,L
RGCN_GAE,0.96,0.9795918367346939,0.15,,5.0
RLP_PUL,0.955,0.9769820971867008,0.15,,
GCN_GAE,0.975,0.9873417721518988,0.15,,
CCRNE,0.745,0.8538681948424068,0.16,200.0,
MCLS,0.795,0.8857938718662952,0.16,200.0,
LP_PUL,0.835,0.9100817438692098,0.16,200.0,
PU_LP,0.7041420118343196,0.8263888888888888,0.16,169.0,
RCSVM,0.7285714285714285,0.8429752066115702,0.16,2520.0,
RANDOM,0.755,0.8603988603988604,0.16,,
RGCN_GAE,0.99,0.9949748743718593,0.16,,2.0
RGCN_GAE,0.975,0.9873417721518988,0.16,,3.0
RGCN_GAE,0.965,0.9821882951653944,0.16,,4.0
RGCN_GAE,0.96,0.9795918367346939,0.16,,5.0
RLP_PUL,0.97,0.9847715736040609,0.16,,
GCN_GAE,0.975,0.9873417721518988,0.16,,
CCRNE,0.765,0.8668555240793201,0.17,200.0,
MCLS,0.85,0.918918918918919,0.17,200.0,
LP_PUL,0.845,0.9159891598915989,0.17,200.0,
PU_LP,0.7222222222222222,0.8387096774193549,0.17,180.0,
RCSVM,0.7253948967193196,0.8408450704225352,0.17,2469.0,
RANDOM,0.73,0.8439306358381503,0.17,,
RGCN_GAE,0.99,0.9949748743718593,0.17,,2.0
RGCN_GAE,0.985,0.9924433249370277,0.17,,3.0
RGCN_GAE,0.985,0.9924433249370277,0.17,,4.0
RGCN_GAE,0.95,0.9743589743589743,0.17,,5.0
RLP_PUL,0.975,0.9873417721518988,0.17,,
GCN_GAE,0.955,0.9769820971867008,0.17,,
CCRNE,0.8,0.8888888888888888,0.18,200.0,
MCLS,0.67,0.8023952095808383,0.18,200.0,
LP_PUL,0.87,0.93048128342246,0.18,200.0,
PU_LP,0.6858638743455497,0.8136645962732919,0.18,191.0,
RCSVM,0.7251028806584362,0.8406488549618321,0.18,2430.0,
RANDOM,0.715,0.8338192419825073,0.18,,
RGCN_GAE,0.985,0.9924433249370277,0.18,,2.0
RGCN_GAE,0.995,0.9974937343358395,0.18,,3.0
RGCN_GAE,0.96,0.9795918367346939,0.18,,4.0
RGCN_GAE,0.935,0.9664082687338501,0.18,,5.0
RLP_PUL,0.925,0.961038961038961,0.18,,
GCN_GAE,0.95,0.9743589743589743,0.18,,
CCRNE,0.79,0.88268156424581,0.19,200.0,
MCLS,0.825,0.9041095890410958,0.19,200.0,
LP_PUL,0.87,0.93048128342246,0.19,200.0,
PU_LP,0.7611940298507462,0.864406779661017,0.19,201.0,
RCSVM,0.7333063537029543,0.8461358860611721,0.19,2471.0,
RANDOM,0.73,0.8439306358381503,0.19,,
RGCN_GAE,0.99,0.9949748743718593,0.19,,2.0
RGCN_GAE,0.98,0.98989898989899,0.19,,3.0
RGCN_GAE,0.98,0.98989898989899,0.19,,4.0
RGCN_GAE,0.94,0.9690721649484536,0.19,,5.0
RLP_PUL,0.97,0.9847715736040609,0.19,,
GCN_GAE,0.955,0.9769820971867008,0.19,,
CCRNE,0.755,0.8603988603988604,0.2,200.0,
MCLS,0.815,0.8980716253443526,0.2,200.0,
LP_PUL,0.855,0.921832884097035,0.2,200.0,
PU_LP,0.7867298578199052,0.8806366047745358,0.2,211.0,
RCSVM,0.7324001646768218,0.845532319391635,0.2,2429.0,
RANDOM,0.735,0.8472622478386167,0.2,,
RGCN_GAE,0.99,0.9949748743718593,0.2,,2.0
RGCN_GAE,0.99,0.9949748743718593,0.2,,3.0
RGCN_GAE,0.98,0.98989898989899,0.2,,4.0
RGCN_GAE,0.955,0.9769820971867008,0.2,,5.0
RLP_PUL,0.97,0.9847715736040609,0.2,,
GCN_GAE,0.97,0.9847715736040609,0.2,,
CCRNE,0.755,0.8603988603988604,0.21,200.0,
MCLS,0.695,0.8200589970501475,0.21,200.0,
LP_PUL,0.875,0.9333333333333333,0.21,200.0,
PU_LP,0.7837837837837838,0.8787878787878788,0.21,222.0,
RCSVM,0.7181296868107632,0.8359435173299101,0.21,2267.0,
RANDOM,0.765,0.8668555240793201,0.21,,
RGCN_GAE,1.0,1.0,0.21,,2.0
RGCN_GAE,1.0,1.0,0.21,,3.0
RGCN_GAE,0.97,0.9847715736040609,0.21,,4.0
RGCN_GAE,0.94,0.9690721649484536,0.21,,5.0
RLP_PUL,0.96,0.9795918367346939,0.21,,
GCN_GAE,0.965,0.9821882951653944,0.21,,
CCRNE,0.745,0.8538681948424068,0.22,200.0,
MCLS,0.89,0.9417989417989417,0.22,200.0,
LP_PUL,0.86,0.9247311827956989,0.22,200.0,
PU_LP,0.7801724137931034,0.8765133171912833,0.22,232.0,
RCSVM,0.7316035729476819,0.8450012281994596,0.22,2351.0,
RANDOM,0.725,0.8405797101449275,0.22,,
RGCN_GAE,0.995,0.9974937343358395,0.22,,2.0
RGCN_GAE,0.98,0.98989898989899,0.22,,3.0
RGCN_GAE,0.97,0.9847715736040609,0.22,,4.0
RGCN_GAE,0.935,0.9664082687338501,0.22,,5.0
RLP_PUL,0.94,0.9690721649484536,0.22,,
GCN_GAE,0.975,0.9873417721518988,0.22,,
CCRNE,0.76,0.8636363636363636,0.23,200.0,
MCLS,0.8,0.8888888888888888,0.23,200.0,
LP_PUL,0.875,0.9333333333333333,0.23,200.0,
PU_LP,0.8360655737704918,0.9107142857142857,0.23,244.0,
RCSVM,0.6999027237354085,0.8234620886981402,0.23,2056.0,
RANDOM,0.69,0.8165680473372781,0.23,,
RGCN_GAE,0.995,0.9974937343358395,0.23,,2.0
RGCN_GAE,0.99,0.9949748743718593,0.23,,3.0
RGCN_GAE,0.97,0.9847715736040609,0.23,,4.0
RGCN_GAE,0.965,0.9821882951653944,0.23,,5.0
RLP_PUL,0.955,0.9769820971867008,0.23,,
GCN_GAE,0.94,0.9690721649484536,0.23,,
CCRNE,0.77,0.8700564971751412,0.24,200.0,
MCLS,0.835,0.9100817438692098,0.24,200.0,
LP_PUL,0.86,0.9247311827956989,0.24,200.0,
PU_LP,0.8267716535433071,0.9051724137931034,0.24,254.0,
RCSVM,0.7173407717340772,0.8354087709799675,0.24,2151.0,
RANDOM,0.685,0.8130563798219584,0.24,,
RGCN_GAE,0.98,0.98989898989899,0.24,,2.0
RGCN_GAE,0.98,0.98989898989899,0.24,,3.0
RGCN_GAE,0.925,0.961038961038961,0.24,,4.0
RGCN_GAE,0.945,0.9717223650385605,0.24,,5.0
RLP_PUL,0.965,0.9821882951653944,0.24,,
GCN_GAE,0.94,0.9690721649484536,0.24,,
CCRNE,0.79,0.88268156424581,0.25,200.0,
MCLS,0.8918918918918919,0.9428571428571428,0.25,37.0,
LP_PUL,0.865,0.9276139410187667,0.25,200.0,
PU_LP,0.7773584905660378,0.8747346072186837,0.25,265.0,
RCSVM,0.7261261261261261,0.8413361169102297,0.25,2220.0,
RANDOM,0.705,0.8269794721407625,0.25,,
RGCN_GAE,0.985,0.9924433249370277,0.25,,2.0
RGCN_GAE,0.98,0.98989898989899,0.25,,3.0
RGCN_GAE,0.93,0.9637305699481865,0.25,,4.0
RGCN_GAE,0.885,0.9389920424403183,0.25,,5.0
RLP_PUL,0.975,0.9873417721518988,0.25,,
GCN_GAE,0.975,0.9873417721518988,0.25,,
CCRNE,0.74,0.8505747126436781,0.01,200.0,
MCLS,0.775,0.8732394366197183,0.01,200.0,
LP_PUL,0.845,0.9159891598915989,0.01,200.0,
PU_LP,0.8,0.8888888888888888,0.01,10.0,
RCSVM,0.7,0.8235294117647058,0.01,2700.0,
RANDOM,0.655,0.7915407854984894,0.01,,
RGCN_GAE,0.955,0.9769820971867008,0.01,,2.0
RGCN_GAE,0.96,0.9795918367346939,0.01,,3.0
RGCN_GAE,0.955,0.9769820971867008,0.01,,4.0
RGCN_GAE,0.93,0.9637305699481865,0.01,,5.0
RLP_PUL,0.855,0.921832884097035,0.01,,
GCN_GAE,0.95,0.9743589743589743,0.01,,
CCRNE,0.72,0.8372093023255814,0.02,200.0,
MCLS,0.78,0.8764044943820225,0.02,200.0,
LP_PUL,0.81,0.8950276243093923,0.02,200.0,
PU_LP,0.9,0.9473684210526315,0.02,20.0,
RCSVM,0.7015315651849084,0.8245883644346872,0.02,2677.0,
RANDOM,0.68,0.8095238095238095,0.02,,
RGCN_GAE,0.96,0.9795918367346939,0.02,,2.0
RGCN_GAE,0.97,0.9847715736040609,0.02,,3.0
RGCN_GAE,0.92,0.9583333333333334,0.02,,4.0
RGCN_GAE,0.91,0.9528795811518325,0.02,,5.0
RLP_PUL,0.885,0.9389920424403183,0.02,,
GCN_GAE,0.965,0.9821882951653944,0.02,,
CCRNE,0.76,0.8636363636363636,0.03,200.0,
MCLS,0.83,0.907103825136612,0.03,200.0,
LP_PUL,0.785,0.8795518207282913,0.03,200.0,
PU_LP,0.8064516129032258,0.8928571428571429,0.03,31.0,
RCSVM,0.7036207540126913,0.8260297984224365,0.03,2679.0,
RANDOM,0.695,0.8200589970501475,0.03,,
RGCN_GAE,0.955,0.9769820971867008,0.03,,2.0
RGCN_GAE,0.91,0.9528795811518325,0.03,,3.0
RGCN_GAE,0.945,0.9717223650385605,0.03,,4.0
RGCN_GAE,0.91,0.9528795811518325,0.03,,5.0
RLP_PUL,0.805,0.8919667590027701,0.03,,
GCN_GAE,0.95,0.9743589743589743,0.03,,
CCRNE,0.75,0.8571428571428571,0.04,200.0,
MCLS,0.8,0.8888888888888888,0.04,200.0,
LP_PUL,0.825,0.9041095890410958,0.04,200.0,
PU_LP,0.8048780487804879,0.8918918918918919,0.04,41.0,
RCSVM,0.705749718151071,0.8274950429610046,0.04,2661.0,
RANDOM,0.705,0.8269794721407625,0.04,,
RGCN_GAE,0.97,0.9847715736040609,0.04,,2.0
RGCN_GAE,0.96,0.9795918367346939,0.04,,3.0
RGCN_GAE,0.955,0.9769820971867008,0.04,,4.0
RGCN_GAE,0.93,0.9637305699481865,0.04,,5.0
RLP_PUL,0.875,0.9333333333333333,0.04,,
GCN_GAE,0.965,0.9821882951653944,0.04,,
CCRNE,0.715,0.8338192419825073,0.05,200.0,
MCLS,0.8,0.8888888888888888,0.05,200.0,
LP_PUL,0.835,0.9100817438692098,0.05,200.0,
PU_LP,0.7307692307692307,0.8444444444444444,0.05,52.0,
RCSVM,0.7080675422138837,0.8290861159929701,0.05,2665.0,
RANDOM,0.715,0.8338192419825073,0.05,,
RGCN_GAE,1.0,1.0,0.05,,2.0
RGCN_GAE,0.995,0.9974937343358395,0.05,,3.0
RGCN_GAE,0.985,0.9924433249370277,0.05,,4.0
RGCN_GAE,0.97,0.9847715736040609,0.05,,5.0
RLP_PUL,0.925,0.961038961038961,0.05,,
GCN_GAE,0.97,0.9847715736040609,0.05,,
CCRNE,0.745,0.8538681948424068,0.06,200.0,
MCLS,0.725,0.8405797101449275,0.06,200.0,
LP_PUL,0.83,0.907103825136612,0.06,200.0,
PU_LP,0.7301587301587301,0.8440366972477065,0.06,63.0,
RCSVM,0.7005156683855612,0.8238861674830884,0.06,2521.0,
RANDOM,0.68,0.8095238095238095,0.06,,
RGCN_GAE,0.96,0.9795918367346939,0.06,,2.0
RGCN_GAE,0.945,0.9717223650385605,0.06,,3.0
RGCN_GAE,0.96,0.9795918367346939,0.06,,4.0
RGCN_GAE,0.895,0.9445910290237467,0.06,,5.0
RLP_PUL,0.905,0.9501312335958005,0.06,,
GCN_GAE,0.905,0.9501312335958005,0.06,,
CCRNE,0.755,0.8603988603988604,0.07,200.0,
MCLS,0.78,0.8764044943820225,0.07,200.0,
LP_PUL,0.855,0.921832884097035,0.07,200.0,
PU_LP,0.7162162162162162,0.8346456692913385,0.07,74.0,
RCSVM,0.7072981366459627,0.8285584356525694,0.07,2576.0,
RANDOM,0.7,0.8235294117647058,0.07,,
RGCN_GAE,0.965,0.9821882951653944,0.07,,2.0
RGCN_GAE,0.975,0.9873417721518988,0.07,,3.0
RGCN_GAE,0.97,0.9847715736040609,0.07,,4.0
RGCN_GAE,0.94,0.9690721649484536,0.07,,5.0
RLP_PUL,0.91,0.9528795811518325,0.07,,
GCN_GAE,0.945,0.9717223650385605,0.07,,
CCRNE,0.735,0.8472622478386167,0.08,200.0,
MCLS,0.725,0.8405797101449275,0.08,200.0,
LP_PUL,0.845,0.9159891598915989,0.08,200.0,
PU_LP,0.6547619047619048,0.7913669064748201,0.08,84.0,
RCSVM,0.7103528499418379,0.8306506461119928,0.08,2579.0,
RANDOM,0.68,0.8095238095238095,0.08,,
RGCN_GAE,0.975,0.9873417721518988,0.08,,2.0
RGCN_GAE,0.95,0.9743589743589743,0.08,,3.0
RGCN_GAE,0.945,0.9717223650385605,0.08,,4.0
RGCN_GAE,0.915,0.9556135770234987,0.08,,5.0
RLP_PUL,0.91,0.9528795811518325,0.08,,
GCN_GAE,0.91,0.9528795811518325,0.08,,
CCRNE,0.75,0.8571428571428571,0.09,200.0,
MCLS,0.7397260273972602,0.8503937007874016,0.09,146.0,
LP_PUL,0.84,0.9130434782608695,0.09,200.0,
PU_LP,0.723404255319149,0.8395061728395061,0.09,94.0,
RCSVM,0.6889547185780787,0.8158356301678777,0.09,2363.0,
RANDOM,0.64,0.7804878048780488,0.09,,
RGCN_GAE,0.985,0.9924433249370277,0.09,,2.0
RGCN_GAE,0.965,0.9821882951653944,0.09,,3.0
RGCN_GAE,0.985,0.9924433249370277,0.09,,4.0
RGCN_GAE,0.95,0.9743589743589743,0.09,,5.0
RLP_PUL,0.9,0.9473684210526315,0.09,,
GCN_GAE,0.935,0.9664082687338501,0.09,,
CCRNE,0.79,0.88268156424581,0.1,200.0,
MCLS,0.855,0.921832884097035,0.1,200.0,
LP_PUL,0.845,0.9159891598915989,0.1,200.0,
PU_LP,0.6666666666666666,0.8,0.1,105.0,
RCSVM,0.7170825335892514,0.8352336239660183,0.1,2605.0,
RANDOM,0.705,0.8269794721407625,0.1,,
RGCN_GAE,0.99,0.9949748743718593,0.1,,2.0
RGCN_GAE,0.985,0.9924433249370277,0.1,,3.0
RGCN_GAE,0.975,0.9873417721518988,0.1,,4.0
RGCN_GAE,0.935,0.9664082687338501,0.1,,5.0
RLP_PUL,0.935,0.9664082687338501,0.1,,
GCN_GAE,0.955,0.9769820971867008,0.1,,
CCRNE,0.73,0.8439306358381503,0.11,200.0,
MCLS,0.835,0.9100817438692098,0.11,200.0,
LP_PUL,0.835,0.9100817438692098,0.11,200.0,
PU_LP,0.6695652173913044,0.8020833333333334,0.11,115.0,
RCSVM,0.710515793682527,0.8307620383356709,0.11,2501.0,
RANDOM,0.69,0.8165680473372781,0.11,,
RGCN_GAE,0.995,0.9974937343358395,0.11,,2.0
RGCN_GAE,0.99,0.9949748743718593,0.11,,3.0
RGCN_GAE,0.98,0.98989898989899,0.11,,4.0
RGCN_GAE,0.96,0.9795918367346939,0.11,,5.0
RLP_PUL,0.94,0.9690721649484536,0.11,,
GCN_GAE,0.96,0.9795918367346939,0.11,,
CCRNE,0.7,0.8235294117647058,0.12,200.0,
MCLS,0.775,0.8732394366197183,0.12,200.0,
LP_PUL,0.865,0.9276139410187667,0.12,200.0,
PU_LP,0.7007874015748031,0.8240740740740741,0.12,127.0,
RCSVM,0.5952235150030618,0.746257197696737,0.12,1633.0,
RANDOM,0.69,0.8165680473372781,0.12,,
RGCN_GAE,0.99,0.9949748743718593,0.12,,2.0
RGCN_GAE,0.98,0.98989898989899,0.12,,3.0
RGCN_GAE,0.935,0.9664082687338501,0.12,,4.0
RGCN_GAE,0.905,0.9501312335958005,0.12,,5.0
RLP_PUL,0.955,0.9769820971867008,0.12,,
GCN_GAE,0.965,0.9821882951653944,0.12,,
CCRNE,0.745,0.8538681948424068,0.13,200.0,
MCLS,0.69,0.8165680473372781,0.13,200.0,
LP_PUL,0.845,0.9159891598915989,0.13,200.0,
PU_LP,0.7153284671532847,0.8340425531914893,0.13,137.0,
RCSVM,0.7245647969052225,0.8402871242709735,0.13,2585.0,
RANDOM,0.655,0.7915407854984894,0.13,,
RGCN_GAE,1.0,1.0,0.13,,2.0
RGCN_GAE,0.99,0.9949748743718593,0.13,,3.0
RGCN_GAE,0.975,0.9873417721518988,0.13,,4.0
RGCN_GAE,0.955,0.9769820971867008,0.13,,5.0
RLP_PUL,0.94,0.9690721649484536,0.13,,
GCN_GAE,0.93,0.9637305699481865,0.13,,
CCRNE,0.725,0.8405797101449275,0.14,200.0,
MCLS,0.765,0.8668555240793201,0.14,200.0,
LP_PUL,0.875,0.9333333333333333,0.14,200.0,
PU_LP,0.7364864864864865,0.8482490272373541,0.14,148.0,
RCSVM,0.6595427435387674,0.794848757112908,0.14,2012.0,
RANDOM,0.745,0.8538681948424068,0.14,,
RGCN_GAE,0.99,0.9949748743718593,0.14,,2.0
RGCN_GAE,0.995,0.9974937343358395,0.14,,3.0
RGCN_GAE,0.965,0.9821882951653944,0.14,,4.0
RGCN_GAE,0.975,0.9873417721518988,0.14,,5.0
RLP_PUL,0.955,0.9769820971867008,0.14,,
GCN_GAE,0.955,0.9769820971867008,0.14,,
CCRNE,0.74,0.8505747126436781,0.15,200.0,
MCLS,0.711864406779661,0.8316831683168316,0.15,177.0,
LP_PUL,0.865,0.9276139410187667,0.15,200.0,
PU_LP,0.7278481012658228,0.8424908424908425,0.15,158.0,
RCSVM,0.6976232394366197,0.8218822919367385,0.15,2272.0,
RANDOM,0.73,0.8439306358381503,0.15,,
RGCN_GAE,0.975,0.9873417721518988,0.15,,2.0
RGCN_GAE,0.96,0.9795918367346939,0.15,,3.0
RGCN_GAE,0.95,0.9743589743589743,0.15,,4.0
RGCN_GAE,0.935,0.9664082687338501,0.15,,5.0
RLP_PUL,0.96,0.9795918367346939,0.15,,
GCN_GAE,0.86,0.9247311827956989,0.15,,
CCRNE,0.785,0.8795518207282913,0.16,200.0,
MCLS,0.86,0.9247311827956989,0.16,200.0,
LP_PUL,0.85,0.918918918918919,0.16,200.0,
PU_LP,0.727810650887574,0.8424657534246576,0.16,169.0,
RCSVM,0.7290015847860539,0.843263061411549,0.16,2524.0,
RANDOM,0.73,0.8439306358381503,0.16,,
RGCN_GAE,0.995,0.9974937343358395,0.16,,2.0
RGCN_GAE,0.995,0.9974937343358395,0.16,,3.0
RGCN_GAE,0.945,0.9717223650385605,0.16,,4.0
RGCN_GAE,0.975,0.9873417721518988,0.16,,5.0
RLP_PUL,0.955,0.9769820971867008,0.16,,
GCN_GAE,0.965,0.9821882951653944,0.16,,
CCRNE,0.71,0.8304093567251462,0.17,200.0,
MCLS,0.795,0.8857938718662952,0.17,200.0,
LP_PUL,0.845,0.9159891598915989,0.17,200.0,
PU_LP,0.7222222222222222,0.8387096774193549,0.17,180.0,
RCSVM,0.7255301794453507,0.8409359489482392,0.17,2452.0,
RANDOM,0.68,0.8095238095238095,0.17,,
RGCN_GAE,0.995,0.9974937343358395,0.17,,2.0
RGCN_GAE,0.995,0.9974937343358395,0.17,,3.0
RGCN_GAE,0.995,0.9974937343358395,0.17,,4.0
RGCN_GAE,0.985,0.9924433249370277,0.17,,5.0
RLP_PUL,0.96,0.9795918367346939,0.17,,
GCN_GAE,0.915,0.9556135770234987,0.17,,
CCRNE,0.775,0.8732394366197183,0.18,200.0,
MCLS,0.74,0.8505747126436781,0.18,200.0,
LP_PUL,0.87,0.93048128342246,0.18,200.0,
PU_LP,0.7853403141361257,0.8797653958944281,0.18,191.0,
RCSVM,0.6858108108108109,0.8136272545090181,0.18,2072.0,
RANDOM,0.725,0.8405797101449275,0.18,,
RGCN_GAE,0.98,0.98989898989899,0.18,,2.0
RGCN_GAE,0.965,0.9821882951653944,0.18,,3.0
RGCN_GAE,0.945,0.9717223650385605,0.18,,4.0
RGCN_GAE,0.895,0.9445910290237467,0.18,,5.0
RLP_PUL,0.94,0.9690721649484536,0.18,,
GCN_GAE,0.965,0.9821882951653944,0.18,,
CCRNE,0.81,0.8950276243093923,0.19,200.0,
MCLS,0.72,0.8372093023255814,0.19,200.0,
LP_PUL,0.865,0.9276139410187667,0.19,200.0,
PU_LP,0.6965174129353234,0.8211143695014663,0.19,201.0,
RCSVM,0.7328182187881253,0.8458108425252289,0.19,2459.0,
RANDOM,0.725,0.8405797101449275,0.19,,
RGCN_GAE,0.98,0.98989898989899,0.19,,2.0
RGCN_GAE,0.97,0.9847715736040609,0.19,,3.0
RGCN_GAE,0.965,0.9821882951653944,0.19,,4.0
RGCN_GAE,0.93,0.9637305699481865,0.19,,5.0
RLP_PUL,0.95,0.9743589743589743,0.19,,
GCN_GAE,0.94,0.9690721649484536,0.19,,
CCRNE,0.765,0.8668555240793201,0.2,200.0,
MCLS,0.875,0.9333333333333333,0.2,200.0,
LP_PUL,0.86,0.9247311827956989,0.2,200.0,
PU_LP,0.7109004739336493,0.8310249307479224,0.2,211.0,
RCSVM,0.7089852481001341,0.8297148835992676,0.2,2237.0,
RANDOM,0.715,0.8338192419825073,0.2,,
RGCN_GAE,0.98,0.98989898989899,0.2,,2.0
RGCN_GAE,0.99,0.9949748743718593,0.2,,3.0
RGCN_GAE,0.98,0.98989898989899,0.2,,4.0
RGCN_GAE,0.93,0.9637305699481865,0.2,,5.0
RLP_PUL,0.95,0.9743589743589743,0.2,,
GCN_GAE,0.965,0.9821882951653944,0.2,,
CCRNE,0.775,0.8732394366197183,0.21,200.0,
MCLS,0.7591623036649214,0.8630952380952381,0.21,191.0,
LP_PUL,0.85,0.918918918918919,0.21,200.0,
PU_LP,0.8153153153153153,0.8982630272952854,0.21,222.0,
RCSVM,0.7353543629659975,0.8474976392823418,0.21,2441.0,
RANDOM,0.69,0.8165680473372781,0.21,,
RGCN_GAE,1.0,1.0,0.21,,2.0
RGCN_GAE,1.0,1.0,0.21,,3.0
RGCN_GAE,0.97,0.9847715736040609,0.21,,4.0
RGCN_GAE,0.935,0.9664082687338501,0.21,,5.0
RLP_PUL,0.97,0.9847715736040609,0.21,,
GCN_GAE,0.965,0.9821882951653944,0.21,,
CCRNE,0.765,0.8668555240793201,0.22,200.0,
MCLS,0.825,0.9041095890410958,0.22,200.0,
LP_PUL,0.86,0.9247311827956989,0.22,200.0,
PU_LP,0.8189655172413793,0.9004739336492891,0.22,232.0,
RCSVM,0.741042345276873,0.8512628624883068,0.22,2456.0,
RANDOM,0.69,0.8165680473372781,0.22,,
RGCN_GAE,1.0,1.0,0.22,,2.0
RGCN_GAE,1.0,1.0,0.22,,3.0
RGCN_GAE,0.985,0.9924433249370277,0.22,,4.0
RGCN_GAE,0.945,0.9717223650385605,0.22,,5.0
RLP_PUL,0.965,0.9821882951653944,0.22,,
GCN_GAE,0.975,0.9873417721518988,0.22,,
CCRNE,0.765,0.8668555240793201,0.23,200.0,
MCLS,0.77,0.8700564971751412,0.23,200.0,
LP_PUL,0.875,0.9333333333333333,0.23,200.0,
PU_LP,0.8237704918032787,0.903370786516854,0.23,244.0,
RCSVM,0.704265402843602,0.8264738598442715,0.23,2110.0,
RANDOM,0.71,0.8304093567251462,0.23,,
RGCN_GAE,1.0,1.0,0.23,,2.0
RGCN_GAE,1.0,1.0,0.23,,3.0
RGCN_GAE,0.995,0.9974937343358395,0.23,,4.0
RGCN_GAE,0.955,0.9769820971867008,0.23,,5.0
RLP_PUL,0.975,0.9873417721518988,0.23,,
GCN_GAE,0.945,0.9717223650385605,0.23,,
CCRNE,0.74,0.8505747126436781,0.24,200.0,
MCLS,0.74,0.8505747126436781,0.24,200.0,
LP_PUL,0.865,0.9276139410187667,0.24,200.0,
PU_LP,0.8464566929133859,0.9168443496801706,0.24,254.0,
RCSVM,0.7007797270955166,0.8240687679083094,0.24,2052.0,
RANDOM,0.745,0.8538681948424068,0.24,,
RGCN_GAE,1.0,1.0,0.24,,2.0
RGCN_GAE,0.995,0.9974937343358395,0.24,,3.0
RGCN_GAE,0.975,0.9873417721518988,0.24,,4.0
RGCN_GAE,0.955,0.9769820971867008,0.24,,5.0
RLP_PUL,0.95,0.9743589743589743,0.24,,
GCN_GAE,0.955,0.9769820971867008,0.24,,
CCRNE,0.76,0.8636363636363636,0.25,200.0,
MCLS,0.83,0.907103825136612,0.25,200.0,
LP_PUL,0.85,0.918918918918919,0.25,200.0,
PU_LP,0.8037735849056604,0.891213389121339,0.25,265.0,
RCSVM,0.7364307425097699,0.8482120530132533,0.25,2303.0,
RANDOM,0.72,0.8372093023255814,0.25,,
RGCN_GAE,0.99,0.9949748743718593,0.25,,2.0
RGCN_GAE,0.98,0.98989898989899,0.25,,3.0
RGCN_GAE,0.96,0.9795918367346939,0.25,,4.0
RGCN_GAE,0.915,0.9556135770234987,0.25,,5.0
RLP_PUL,0.95,0.9743589743589743,0.25,,
GCN_GAE,0.97,0.9847715736040609,0.25,,
CCRNE,0.735,0.8472622478386167,0.01,200.0,
MCLS,0.75,0.8571428571428571,0.01,200.0,
LP_PUL,0.74,0.8505747126436781,0.01,200.0,
PU_LP,0.8,0.8888888888888888,0.01,10.0,
RCSVM,0.7001855287569573,0.8236577913574858,0.01,2695.0,
RANDOM,0.66,0.7951807228915663,0.01,,
RGCN_GAE,0.97,0.9847715736040609,0.01,,2.0
RGCN_GAE,0.945,0.9717223650385605,0.01,,3.0
RGCN_GAE,0.96,0.9795918367346939,0.01,,4.0
RGCN_GAE,0.96,0.9795918367346939,0.01,,5.0
RLP_PUL,0.75,0.8571428571428571,0.01,,
GCN_GAE,0.915,0.9556135770234987,0.01,,
CCRNE,0.765,0.8668555240793201,0.02,200.0,
MCLS,0.75,0.8571428571428571,0.02,200.0,
LP_PUL,0.835,0.9100817438692098,0.02,200.0,
PU_LP,0.9,0.9473684210526315,0.02,20.0,
RCSVM,0.7020802377414561,0.8249672632038412,0.02,2692.0,
RANDOM,0.705,0.8269794721407625,0.02,,
RGCN_GAE,0.975,0.9873417721518988,0.02,,2.0
RGCN_GAE,0.955,0.9769820971867008,0.02,,3.0
RGCN_GAE,0.925,0.961038961038961,0.02,,4.0
RGCN_GAE,0.92,0.9583333333333334,0.02,,5.0
RLP_PUL,0.885,0.9389920424403183,0.02,,
GCN_GAE,0.93,0.9637305699481865,0.02,,
CCRNE,0.735,0.8472622478386167,0.03,200.0,
MCLS,0.72,0.8372093023255814,0.03,200.0,
LP_PUL,0.835,0.9100817438692098,0.03,200.0,
PU_LP,0.8064516129032258,0.8928571428571429,0.03,31.0,
RCSVM,0.7035100821508589,0.8259535291538799,0.03,2678.0,
RANDOM,0.69,0.8165680473372781,0.03,,
RGCN_GAE,0.935,0.9664082687338501,0.03,,2.0
RGCN_GAE,0.91,0.9528795811518325,0.03,,3.0
RGCN_GAE,0.94,0.9690721649484536,0.03,,4.0
RGCN_GAE,0.905,0.9501312335958005,0.03,,5.0
RLP_PUL,0.895,0.9445910290237467,0.03,,
GCN_GAE,0.96,0.9795918367346939,0.03,,
CCRNE,0.74,0.8505747126436781,0.04,200.0,
MCLS,0.895,0.9445910290237467,0.04,200.0,
LP_PUL,0.84,0.9130434782608695,0.04,200.0,
PU_LP,0.7317073170731707,0.8450704225352113,0.04,41.0,
RCSVM,0.7047511312217195,0.8268082282680823,0.04,2652.0,
RANDOM,0.71,0.8304093567251462,0.04,,
RGCN_GAE,0.945,0.9717223650385605,0.04,,2.0
RGCN_GAE,0.965,0.9821882951653944,0.04,,3.0
RGCN_GAE,0.88,0.9361702127659575,0.04,,4.0
RGCN_GAE,0.91,0.9528795811518325,0.04,,5.0
RLP_PUL,0.92,0.9583333333333334,0.04,,
GCN_GAE,0.95,0.9743589743589743,0.04,,
CCRNE,0.695,0.8200589970501475,0.05,200.0,
MCLS,0.78,0.8764044943820225,0.05,200.0,
LP_PUL,0.86,0.9247311827956989,0.05,200.0,
PU_LP,0.75,0.8571428571428571,0.05,52.0,
RCSVM,0.7078947368421052,0.8289676425269645,0.05,2660.0,
RANDOM,0.705,0.8269794721407625,0.05,,
RGCN_GAE,0.95,0.9743589743589743,0.05,,2.0
