model,acc,f1,P,neg,L
RGCN_GAE,0.95,0.9743589743589743,0.05,,3.0
RGCN_GAE,0.96,0.9795918367346939,0.05,,4.0
RGCN_GAE,0.955,0.9769820971867008,0.05,,5.0
RLP_PUL,0.91,0.9528795811518325,0.05,,
GCN_GAE,0.955,0.9769820971867008,0.05,,
CCRNE,0.755,0.8603988603988604,0.06,200.0,
MCLS,0.77,0.8700564971751412,0.06,200.0,
LP_PUL,0.795,0.8857938718662952,0.06,200.0,
PU_LP,0.6984126984126984,0.822429906542056,0.06,63.0,
RCSVM,0.7101284958427816,0.8304972375690608,0.06,2646.0,
RANDOM,0.715,0.8338192419825073,0.06,,
RGCN_GAE,0.96,0.9795918367346939,0.06,,2.0
RGCN_GAE,0.945,0.9717223650385605,0.06,,3.0
RGCN_GAE,0.955,0.9769820971867008,0.06,,4.0
RGCN_GAE,0.955,0.9769820971867008,0.06,,5.0
RLP_PUL,0.875,0.9333333333333333,0.06,,
GCN_GAE,0.965,0.9821882951653944,0.06,,
CCRNE,0.705,0.8269794721407625,0.07,200.0,
MCLS,0.755,0.8603988603988604,0.07,200.0,
LP_PUL,0.83,0.907103825136612,0.07,200.0,
PU_LP,0.6756756756756757,0.8064516129032258,0.07,74.0,
RCSVM,0.7101449275362319,0.8305084745762712,0.07,2622.0,
RANDOM,0.71,0.8304093567251462,0.07,,
RGCN_GAE,0.97,0.9847715736040609,0.07,,2.0
RGCN_GAE,0.97,0.9847715736040609,0.07,,3.0
RGCN_GAE,0.905,0.9501312335958005,0.07,,4.0
RGCN_GAE,0.94,0.9690721649484536,0.07,,5.0
RLP_PUL,0.9,0.9473684210526315,0.07,,
GCN_GAE,0.955,0.9769820971867008,0.07,,
CCRNE,0.745,0.8538681948424068,0.08,200.0,
MCLS,0.8,0.8888888888888888,0.08,200.0,
LP_PUL,0.83,0.907103825136612,0.08,200.0,
PU_LP,0.6547619047619048,0.7913669064748201,0.08,84.0,
RCSVM,0.706964006259781,0.8283291313316525,0.08,2556.0,
RANDOM,0.72,0.8372093023255814,0.08,,
RGCN_GAE,1.0,1.0,0.08,,2.0
RGCN_GAE,0.995,0.9974937343358395,0.08,,3.0
RGCN_GAE,0.945,0.9717223650385605,0.08,,4.0
RGCN_GAE,0.955,0.9769820971867008,0.08,,5.0
RLP_PUL,0.915,0.9556135770234987,0.08,,
GCN_GAE,0.97,0.9847715736040609,0.08,,
CCRNE,0.76,0.8636363636363636,0.09,200.0,
MCLS,0.7090909090909091,0.8297872340425532,0.09,165.0,
LP_PUL,0.82,0.9010989010989011,0.09,200.0,
PU_LP,0.6702127659574468,0.802547770700637,0.09,94.0,
RCSVM,0.7136801541425819,0.8329210703845289,0.09,2595.0,
RANDOM,0.665,0.7987987987987988,0.09,,
RGCN_GAE,0.995,0.9974937343358395,0.09,,2.0
RGCN_GAE,0.98,0.98989898989899,0.09,,3.0
RGCN_GAE,0.955,0.9769820971867008,0.09,,4.0
RGCN_GAE,0.95,0.9743589743589743,0.09,,5.0
RLP_PUL,0.92,0.9583333333333334,0.09,,
GCN_GAE,0.885,0.9389920424403183,0.09,,
CCRNE,0.73,0.8439306358381503,0.1,200.0,
MCLS,0.67,0.8023952095808383,0.1,200.0,
LP_PUL,0.845,0.9159891598915989,0.1,200.0,
PU_LP,0.7047619047619048,0.8268156424581006,0.1,105.0,
RCSVM,0.6959629941126998,0.8207289858666006,0.1,2378.0,
RANDOM,0.685,0.8130563798219584,0.1,,
RGCN_GAE,0.99,0.9949748743718593,0.1,,2.0
RGCN_GAE,0.975,0.9873417721518988,0.1,,3.0
RGCN_GAE,0.985,0.9924433249370277,0.1,,4.0
RGCN_GAE,0.94,0.9690721649484536,0.1,,5.0
RLP_PUL,0.915,0.9556135770234987,0.1,,
GCN_GAE,0.955,0.9769820971867008,0.1,,
CCRNE,0.73,0.8439306358381503,0.11,200.0,
MCLS,0.815,0.8980716253443526,0.11,200.0,
LP_PUL,0.84,0.9130434782608695,0.11,200.0,
PU_LP,0.6869565217391305,0.8144329896907216,0.11,115.0,
RCSVM,0.7190402476780186,0.8365601080594327,0.11,2584.0,
RANDOM,0.695,0.8200589970501475,0.11,,
RGCN_GAE,0.99,0.9949748743718593,0.11,,2.0
RGCN_GAE,0.995,0.9974937343358395,0.11,,3.0
RGCN_GAE,0.96,0.9795918367346939,0.11,,4.0
RGCN_GAE,0.93,0.9637305699481865,0.11,,5.0
RLP_PUL,0.965,0.9821882951653944,0.11,,
GCN_GAE,0.96,0.9795918367346939,0.11,,
CCRNE,0.8,0.8888888888888888,0.12,200.0,
MCLS,0.835,0.9100817438692098,0.12,200.0,
LP_PUL,0.81,0.8950276243093923,0.12,200.0,
PU_LP,0.7007874015748031,0.8240740740740741,0.12,127.0,
RCSVM,0.7092169657422512,0.8298735385349558,0.12,2452.0,
RANDOM,0.705,0.8269794721407625,0.12,,
RGCN_GAE,0.985,0.9924433249370277,0.12,,2.0
RGCN_GAE,0.98,0.98989898989899,0.12,,3.0
RGCN_GAE,0.98,0.98989898989899,0.12,,4.0
RGCN_GAE,0.895,0.9445910290237467,0.12,,5.0
RLP_PUL,0.89,0.9417989417989417,0.12,,
GCN_GAE,0.96,0.9795918367346939,0.12,,
CCRNE,0.72,0.8372093023255814,0.13,200.0,
MCLS,0.62,0.7654320987654321,0.13,200.0,
LP_PUL,0.845,0.9159891598915989,0.13,200.0,
PU_LP,0.7007299270072993,0.8240343347639485,0.13,137.0,
RCSVM,0.7152103559870551,0.8339622641509434,0.13,2472.0,
RANDOM,0.685,0.8130563798219584,0.13,,
RGCN_GAE,0.965,0.9821882951653944,0.13,,2.0
RGCN_GAE,0.955,0.9769820971867008,0.13,,3.0
RGCN_GAE,0.94,0.9690721649484536,0.13,,4.0
RGCN_GAE,0.94,0.9690721649484536,0.13,,5.0
RLP_PUL,0.925,0.961038961038961,0.13,,
GCN_GAE,0.945,0.9717223650385605,0.13,,
CCRNE,0.74,0.8505747126436781,0.14,200.0,
MCLS,0.775,0.8732394366197183,0.14,200.0,
LP_PUL,0.835,0.9100817438692098,0.14,200.0,
PU_LP,0.6824324324324325,0.8112449799196787,0.14,148.0,
RCSVM,0.7174526400644902,0.8354846280215912,0.14,2481.0,
RANDOM,0.75,0.8571428571428571,0.14,,
RGCN_GAE,0.995,0.9974937343358395,0.14,,2.0
RGCN_GAE,0.985,0.9924433249370277,0.14,,3.0
RGCN_GAE,0.965,0.9821882951653944,0.14,,4.0
RGCN_GAE,0.955,0.9769820971867008,0.14,,5.0
RLP_PUL,0.94,0.9690721649484536,0.14,,
GCN_GAE,0.955,0.9769820971867008,0.14,,
CCRNE,0.765,0.8668555240793201,0.15,200.0,
MCLS,0.6646341463414634,0.7985347985347986,0.15,164.0,
LP_PUL,0.85,0.918918918918919,0.15,200.0,
PU_LP,0.7278481012658228,0.8424908424908425,0.15,158.0,
RCSVM,0.7266982622432859,0.8417200365965233,0.15,2532.0,
RANDOM,0.76,0.8636363636363636,0.15,,
RGCN_GAE,1.0,1.0,0.15,,2.0
RGCN_GAE,0.97,0.9847715736040609,0.15,,3.0
RGCN_GAE,0.955,0.9769820971867008,0.15,,4.0
RGCN_GAE,0.92,0.9583333333333334,0.15,,5.0
RLP_PUL,0.95,0.9743589743589743,0.15,,
GCN_GAE,0.96,0.9795918367346939,0.15,,
CCRNE,0.755,0.8603988603988604,0.16,200.0,
MCLS,0.685,0.8130563798219584,0.16,200.0,
LP_PUL,0.855,0.921832884097035,0.16,200.0,
PU_LP,0.7041420118343196,0.8263888888888888,0.16,169.0,
RCSVM,0.7310398749022674,0.8446251129177959,0.16,2558.0,
RANDOM,0.685,0.8130563798219584,0.16,,
RGCN_GAE,0.985,0.9924433249370277,0.16,,2.0
RGCN_GAE,0.97,0.9847715736040609,0.16,,3.0
RGCN_GAE,0.96,0.9795918367346939,0.16,,4.0
RGCN_GAE,0.91,0.9528795811518325,0.16,,5.0
RLP_PUL,0.905,0.9501312335958005,0.16,,
GCN_GAE,0.97,0.9847715736040609,0.16,,
CCRNE,0.745,0.8538681948424068,0.17,200.0,
MCLS,0.695,0.8200589970501475,0.17,200.0,
LP_PUL,0.865,0.9276139410187667,0.17,200.0,
PU_LP,0.7277777777777777,0.842443729903537,0.17,180.0,
RCSVM,0.7332808811959087,0.8461189287335452,0.17,2542.0,
RANDOM,0.72,0.8372093023255814,0.17,,
RGCN_GAE,0.995,0.9974937343358395,0.17,,2.0
RGCN_GAE,0.985,0.9924433249370277,0.17,,3.0
RGCN_GAE,0.935,0.9664082687338501,0.17,,4.0
RGCN_GAE,0.925,0.961038961038961,0.17,,5.0
RLP_PUL,0.97,0.9847715736040609,0.17,,
GCN_GAE,0.955,0.9769820971867008,0.17,,
CCRNE,0.77,0.8700564971751412,0.18,200.0,
MCLS,0.825,0.9041095890410958,0.18,200.0,
LP_PUL,0.875,0.9333333333333333,0.18,200.0,
PU_LP,0.675392670157068,0.80625,0.18,191.0,
RCSVM,0.6891509433962264,0.8159731918458532,0.18,2120.0,
RANDOM,0.7,0.8235294117647058,0.18,,
RGCN_GAE,0.99,0.9949748743718593,0.18,,2.0
RGCN_GAE,0.975,0.9873417721518988,0.18,,3.0
RGCN_GAE,0.98,0.98989898989899,0.18,,4.0
RGCN_GAE,0.905,0.9501312335958005,0.18,,5.0
RLP_PUL,0.95,0.9743589743589743,0.18,,
GCN_GAE,0.965,0.9821882951653944,0.18,,
CCRNE,0.76,0.8636363636363636,0.19,200.0,
MCLS,0.825,0.9041095890410958,0.19,200.0,
LP_PUL,0.865,0.9276139410187667,0.19,200.0,
PU_LP,0.7960199004975125,0.8864265927977839,0.19,201.0,
RCSVM,0.7295519934237567,0.8436311787072244,0.19,2433.0,
RANDOM,0.74,0.8505747126436781,0.19,,
RGCN_GAE,0.995,0.9974937343358395,0.19,,2.0
RGCN_GAE,0.99,0.9949748743718593,0.19,,3.0
RGCN_GAE,0.995,0.9974937343358395,0.19,,4.0
RGCN_GAE,0.95,0.9743589743589743,0.19,,5.0
RLP_PUL,0.97,0.9847715736040609,0.19,,
GCN_GAE,0.905,0.9501312335958005,0.19,,
CCRNE,0.785,0.8795518207282913,0.2,200.0,
MCLS,0.785,0.8795518207282913,0.2,200.0,
LP_PUL,0.87,0.93048128342246,0.2,200.0,
PU_LP,0.7345971563981043,0.8469945355191257,0.2,211.0,
RCSVM,0.7112488928255093,0.8312629399585921,0.2,2258.0,
RANDOM,0.705,0.8269794721407625,0.2,,
RGCN_GAE,0.995,0.9974937343358395,0.2,,2.0
RGCN_GAE,0.98,0.98989898989899,0.2,,3.0
RGCN_GAE,0.975,0.9873417721518988,0.2,,4.0
RGCN_GAE,0.92,0.9583333333333334,0.2,,5.0
RLP_PUL,0.935,0.9664082687338501,0.2,,
GCN_GAE,0.95,0.9743589743589743,0.2,,
CCRNE,0.78,0.8764044943820225,0.21,200.0,
MCLS,0.805,0.8919667590027701,0.21,200.0,
LP_PUL,0.855,0.921832884097035,0.21,200.0,
PU_LP,0.7702702702702703,0.8702290076335878,0.21,222.0,
RCSVM,0.7439651760981401,0.8531881098252779,0.21,2527.0,
RANDOM,0.705,0.8269794721407625,0.21,,
RGCN_GAE,0.995,0.9974937343358395,0.21,,2.0
RGCN_GAE,0.99,0.9949748743718593,0.21,,3.0
RGCN_GAE,0.975,0.9873417721518988,0.21,,4.0
RGCN_GAE,0.935,0.9664082687338501,0.21,,5.0
RLP_PUL,0.97,0.9847715736040609,0.21,,
GCN_GAE,0.975,0.9873417721518988,0.21,,
CCRNE,0.795,0.8857938718662952,0.22,200.0,
MCLS,0.8,0.8888888888888888,0.22,200.0,
LP_PUL,0.875,0.9333333333333333,0.22,200.0,
PU_LP,0.75,0.8571428571428571,0.22,232.0,
RCSVM,0.7166064981949458,0.8349106203995794,0.22,2216.0,
RANDOM,0.69,0.8165680473372781,0.22,,
RGCN_GAE,0.98,0.98989898989899,0.22,,2.0
RGCN_GAE,0.98,0.98989898989899,0.22,,3.0
RGCN_GAE,0.965,0.9821882951653944,0.22,,4.0
RGCN_GAE,0.935,0.9664082687338501,0.22,,5.0
RLP_PUL,0.965,0.9821882951653944,0.22,,
GCN_GAE,0.96,0.9795918367346939,0.22,,
CCRNE,0.765,0.8668555240793201,0.23,200.0,
MCLS,0.795,0.8857938718662952,0.23,200.0,
LP_PUL,0.875,0.9333333333333333,0.23,200.0,
PU_LP,0.7786885245901639,0.8755760368663594,0.23,244.0,
RCSVM,0.7353313634444913,0.8474823643882267,0.23,2369.0,
RANDOM,0.7,0.8235294117647058,0.23,,
RGCN_GAE,1.0,1.0,0.23,,2.0
RGCN_GAE,0.99,0.9949748743718593,0.23,,3.0
RGCN_GAE,0.98,0.98989898989899,0.23,,4.0
RGCN_GAE,0.91,0.9528795811518325,0.23,,5.0
RLP_PUL,0.945,0.9717223650385605,0.23,,
GCN_GAE,0.955,0.9769820971867008,0.23,,
CCRNE,0.75,0.8571428571428571,0.24,200.0,
MCLS,0.795,0.8857938718662952,0.24,200.0,
LP_PUL,0.855,0.921832884097035,0.24,200.0,
PU_LP,0.7795275590551181,0.8761061946902655,0.24,254.0,
RCSVM,0.7177272727272728,0.8356708123842286,0.24,2200.0,
RANDOM,0.69,0.8165680473372781,0.24,,
RGCN_GAE,1.0,1.0,0.24,,2.0
RGCN_GAE,0.995,0.9974937343358395,0.24,,3.0
RGCN_GAE,0.975,0.9873417721518988,0.24,,4.0
RGCN_GAE,0.94,0.9690721649484536,0.24,,5.0
RLP_PUL,0.96,0.9795918367346939,0.24,,
GCN_GAE,0.98,0.98989898989899,0.24,,
CCRNE,0.785,0.8795518207282913,0.25,200.0,
MCLS,0.82,0.9010989010989011,0.25,200.0,
LP_PUL,0.86,0.9247311827956989,0.25,200.0,
PU_LP,0.8226415094339623,0.9026915113871635,0.25,265.0,
RCSVM,0.7311258278145696,0.8446824789594491,0.25,2265.0,
RANDOM,0.68,0.8095238095238095,0.25,,
RGCN_GAE,0.98,0.98989898989899,0.25,,2.0
RGCN_GAE,0.97,0.9847715736040609,0.25,,3.0
RGCN_GAE,0.91,0.9528795811518325,0.25,,4.0
RGCN_GAE,0.92,0.9583333333333334,0.25,,5.0
RLP_PUL,0.95,0.9743589743589743,0.25,,
GCN_GAE,0.965,0.9821882951653944,0.25,,
CCRNE,0.77,0.8700564971751412,0.01,200.0,
MCLS,0.6490066225165563,0.7871485943775101,0.01,151.0,
LP_PUL,0.855,0.921832884097035,0.01,200.0,
PU_LP,0.8,0.8888888888888888,0.01,10.0,
RCSVM,0.7,0.8235294117647058,0.01,2700.0,
RANDOM,0.665,0.7987987987987988,0.01,,
RGCN_GAE,0.975,0.9873417721518988,0.01,,2.0
RGCN_GAE,0.955,0.9769820971867008,0.01,,3.0
RGCN_GAE,0.97,0.9847715736040609,0.01,,4.0
RGCN_GAE,0.92,0.9583333333333334,0.01,,5.0
RLP_PUL,0.895,0.9445910290237467,0.01,,
GCN_GAE,0.96,0.9795918367346939,0.01,,
CCRNE,0.715,0.8338192419825073,0.02,200.0,
MCLS,0.825,0.9041095890410958,0.02,200.0,
LP_PUL,0.795,0.8857938718662952,0.02,200.0,
PU_LP,0.9,0.9473684210526315,0.02,20.0,
RCSVM,0.7018587360594796,0.8248143294014854,0.02,2690.0,
RANDOM,0.725,0.8405797101449275,0.02,,
RGCN_GAE,0.945,0.9717223650385605,0.02,,2.0
RGCN_GAE,0.965,0.9821882951653944,0.02,,3.0
RGCN_GAE,0.87,0.93048128342246,0.02,,4.0
RGCN_GAE,0.85,0.918918918918919,0.02,,5.0
RLP_PUL,0.81,0.8950276243093923,0.02,,
GCN_GAE,0.96,0.9795918367346939,0.02,,
CCRNE,0.745,0.8538681948424068,0.03,200.0,
MCLS,0.645,0.78419452887538,0.03,200.0,
LP_PUL,0.795,0.8857938718662952,0.03,200.0,
PU_LP,0.7419354838709677,0.8518518518518519,0.03,31.0,
RCSVM,0.7040626164740962,0.826334208223972,0.03,2683.0,
RANDOM,0.74,0.8505747126436781,0.03,,
RGCN_GAE,0.965,0.9821882951653944,0.03,,2.0
RGCN_GAE,0.935,0.9664082687338501,0.03,,3.0
RGCN_GAE,0.925,0.961038961038961,0.03,,4.0
RGCN_GAE,0.9,0.9473684210526315,0.03,,5.0
RLP_PUL,0.88,0.9361702127659575,0.03,,
GCN_GAE,0.955,0.9769820971867008,0.03,,
CCRNE,0.725,0.8405797101449275,0.04,200.0,
MCLS,0.84,0.9130434782608695,0.04,200.0,
LP_PUL,0.835,0.9100817438692098,0.04,200.0,
PU_LP,0.7804878048780488,0.8767123287671232,0.04,41.0,
RCSVM,0.7058602554470323,0.8275710195992072,0.04,2662.0,
RANDOM,0.725,0.8405797101449275,0.04,,
RGCN_GAE,0.97,0.9847715736040609,0.04,,2.0
RGCN_GAE,0.965,0.9821882951653944,0.04,,3.0
RGCN_GAE,0.96,0.9795918367346939,0.04,,4.0
RGCN_GAE,0.925,0.961038961038961,0.04,,5.0
RLP_PUL,0.865,0.9276139410187667,0.04,,
GCN_GAE,0.97,0.9847715736040609,0.04,,
CCRNE,0.73,0.8439306358381503,0.05,200.0,
MCLS,0.785,0.8795518207282913,0.05,200.0,
LP_PUL,0.83,0.907103825136612,0.05,200.0,
PU_LP,0.7307692307692307,0.8444444444444444,0.05,52.0,
RCSVM,0.7064393939393939,0.827968923418424,0.05,2640.0,
RANDOM,0.67,0.8023952095808383,0.05,,
RGCN_GAE,0.99,0.9949748743718593,0.05,,2.0
RGCN_GAE,0.975,0.9873417721518988,0.05,,3.0
RGCN_GAE,0.97,0.9847715736040609,0.05,,4.0
RGCN_GAE,0.945,0.9717223650385605,0.05,,5.0
RLP_PUL,0.9,0.9473684210526315,0.05,,
GCN_GAE,0.955,0.9769820971867008,0.05,,
CCRNE,0.765,0.8668555240793201,0.06,200.0,
MCLS,0.8,0.8888888888888888,0.06,200.0,
LP_PUL,0.845,0.9159891598915989,0.06,200.0,
PU_LP,0.6984126984126984,0.822429906542056,0.06,63.0,
RCSVM,0.7078095238095238,0.828909212580861,0.06,2625.0,
RANDOM,0.725,0.8405797101449275,0.06,,
RGCN_GAE,0.99,0.9949748743718593,0.06,,2.0
RGCN_GAE,0.935,0.9664082687338501,0.06,,3.0
RGCN_GAE,0.905,0.9501312335958005,0.06,,4.0
RGCN_GAE,0.93,0.9637305699481865,0.06,,5.0
RLP_PUL,0.905,0.9501312335958005,0.06,,
GCN_GAE,0.94,0.9690721649484536,0.06,,
CCRNE,0.71,0.8304093567251462,0.07,200.0,
MCLS,0.76,0.8636363636363636,0.07,200.0,
LP_PUL,0.855,0.921832884097035,0.07,200.0,
PU_LP,0.6756756756756757,0.8064516129032258,0.07,74.0,
RCSVM,0.7121154576528674,0.8318544809228039,0.07,2633.0,
RANDOM,0.72,0.8372093023255814,0.07,,
RGCN_GAE,0.95,0.9743589743589743,0.07,,2.0
RGCN_GAE,0.9,0.9473684210526315,0.07,,3.0
RGCN_GAE,0.95,0.9743589743589743,0.07,,4.0
RGCN_GAE,0.93,0.9637305699481865,0.07,,5.0
RLP_PUL,0.935,0.9664082687338501,0.07,,
GCN_GAE,0.965,0.9821882951653944,0.07,,
CCRNE,0.745,0.8538681948424068,0.08,200.0,
MCLS,0.675,0.8059701492537313,0.08,200.0,
LP_PUL,0.815,0.8980716253443526,0.08,200.0,
PU_LP,0.6904761904761905,0.8169014084507042,0.08,84.0,
RCSVM,0.7031311930241776,0.825692343495462,0.08,2523.0,
RANDOM,0.695,0.8200589970501475,0.08,,
RGCN_GAE,0.995,0.9974937343358395,0.08,,2.0
RGCN_GAE,0.99,0.9949748743718593,0.08,,3.0
RGCN_GAE,0.965,0.9821882951653944,0.08,,4.0
RGCN_GAE,0.93,0.9637305699481865,0.08,,5.0
RLP_PUL,0.9,0.9473684210526315,0.08,,
GCN_GAE,0.945,0.9717223650385605,0.08,,
CCRNE,0.73,0.8439306358381503,0.09,200.0,
MCLS,0.74,0.8505747126436781,0.09,200.0,
LP_PUL,0.865,0.9276139410187667,0.09,200.0,
PU_LP,0.6702127659574468,0.802547770700637,0.09,94.0,
RCSVM,0.7018108651911469,0.8247812721683613,0.09,2485.0,
RANDOM,0.655,0.7915407854984894,0.09,,
RGCN_GAE,0.985,0.9924433249370277,0.09,,2.0
RGCN_GAE,0.99,0.9949748743718593,0.09,,3.0
RGCN_GAE,0.975,0.9873417721518988,0.09,,4.0
RGCN_GAE,0.945,0.9717223650385605,0.09,,5.0
RLP_PUL,0.945,0.9717223650385605,0.09,,
GCN_GAE,0.975,0.9873417721518988,0.09,,
CCRNE,0.735,0.8472622478386167,0.1,200.0,
MCLS,0.76,0.8636363636363636,0.1,200.0,
LP_PUL,0.85,0.918918918918919,0.1,200.0,
PU_LP,0.6761904761904762,0.8068181818181818,0.1,105.0,
RCSVM,0.7183798242262133,0.8361129641983545,0.1,2617.0,
RANDOM,0.695,0.8200589970501475,0.1,,
RGCN_GAE,0.995,0.9974937343358395,0.1,,2.0
RGCN_GAE,0.98,0.98989898989899,0.1,,3.0
RGCN_GAE,0.955,0.9769820971867008,0.1,,4.0
RGCN_GAE,0.955,0.9769820971867008,0.1,,5.0
RLP_PUL,0.91,0.9528795811518325,0.1,,
GCN_GAE,0.96,0.9795918367346939,0.1,,
CCRNE,0.755,0.8603988603988604,0.11,200.0,
MCLS,0.785,0.8795518207282913,0.11,200.0,
LP_PUL,0.85,0.918918918918919,0.11,200.0,
PU_LP,0.6695652173913044,0.8020833333333334,0.11,115.0,
RCSVM,0.6996658312447787,0.8232981076431556,0.11,2394.0,
RANDOM,0.74,0.8505747126436781,0.11,,
RGCN_GAE,0.985,0.9924433249370277,0.11,,2.0
RGCN_GAE,0.985,0.9924433249370277,0.11,,3.0
RGCN_GAE,0.955,0.9769820971867008,0.11,,4.0
RGCN_GAE,0.95,0.9743589743589743,0.11,,5.0
RLP_PUL,0.955,0.9769820971867008,0.11,,
GCN_GAE,0.945,0.9717223650385605,0.11,,
CCRNE,0.74,0.8505747126436781,0.12,200.0,
MCLS,0.805,0.8919667590027701,0.12,200.0,
LP_PUL,0.885,0.9389920424403183,0.12,200.0,
PU_LP,0.7007874015748031,0.8240740740740741,0.12,127.0,
RCSVM,0.7211650485436893,0.8379963898916968,0.12,2575.0,
RANDOM,0.7,0.8235294117647058,0.12,,
RGCN_GAE,0.985,0.9924433249370277,0.12,,2.0
RGCN_GAE,0.995,0.9974937343358395,0.12,,3.0
RGCN_GAE,0.98,0.98989898989899,0.12,,4.0
RGCN_GAE,0.925,0.961038961038961,0.12,,5.0
RLP_PUL,0.925,0.961038961038961,0.12,,
GCN_GAE,0.965,0.9821882951653944,0.12,,
CCRNE,0.705,0.8269794721407625,0.13,200.0,
MCLS,0.83,0.907103825136612,0.13,200.0,
LP_PUL,0.83,0.907103825136612,0.13,200.0,
PU_LP,0.6642335766423357,0.7982456140350878,0.13,137.0,
RCSVM,0.7236278707668353,0.8396567299006323,0.13,2569.0,
RANDOM,0.72,0.8372093023255814,0.13,,
RGCN_GAE,0.99,0.9949748743718593,0.13,,2.0
RGCN_GAE,0.99,0.9949748743718593,0.13,,3.0
RGCN_GAE,0.985,0.9924433249370277,0.13,,4.0
RGCN_GAE,0.935,0.9664082687338501,0.13,,5.0
RLP_PUL,0.92,0.9583333333333334,0.13,,
GCN_GAE,0.955,0.9769820971867008,0.13,,
CCRNE,0.795,0.8857938718662952,0.14,200.0,
MCLS,0.835,0.9100817438692098,0.14,200.0,
LP_PUL,0.85,0.918918918918919,0.14,200.0,
PU_LP,0.7162162162162162,0.8346456692913385,0.14,148.0,
RCSVM,0.7172164119066774,0.8353244319512766,0.14,2486.0,
RANDOM,0.645,0.78419452887538,0.14,,
RGCN_GAE,0.995,0.9974937343358395,0.14,,2.0
RGCN_GAE,0.985,0.9924433249370277,0.14,,3.0
RGCN_GAE,1.0,1.0,0.14,,4.0
RGCN_GAE,0.97,0.9847715736040609,0.14,,5.0
RLP_PUL,0.945,0.9717223650385605,0.14,,
GCN_GAE,0.965,0.9821882951653944,0.14,,
CCRNE,0.77,0.8700564971751412,0.15,200.0,
MCLS,0.785,0.8795518207282913,0.15,200.0,
LP_PUL,0.835,0.9100817438692098,0.15,200.0,
PU_LP,0.7531645569620253,0.8592057761732852,0.15,158.0,
RCSVM,0.7257617728531855,0.841091492776886,0.15,2527.0,
RANDOM,0.655,0.7915407854984894,0.15,,
RGCN_GAE,0.97,0.9847715736040609,0.15,,2.0
RGCN_GAE,0.975,0.9873417721518988,0.15,,3.0
RGCN_GAE,0.925,0.961038961038961,0.15,,4.0
RGCN_GAE,0.9,0.9473684210526315,0.15,,5.0
RLP_PUL,0.945,0.9717223650385605,0.15,,
GCN_GAE,0.95,0.9743589743589743,0.15,,
CCRNE,0.785,0.8795518207282913,0.16,200.0,
MCLS,0.76,0.8636363636363636,0.16,200.0,
LP_PUL,0.855,0.921832884097035,0.16,200.0,
PU_LP,0.6982248520710059,0.8222996515679443,0.16,169.0,
RCSVM,0.7189811010682005,0.8365200764818356,0.16,2434.0,
RANDOM,0.69,0.8165680473372781,0.16,,
RGCN_GAE,0.995,0.9974937343358395,0.16,,2.0
RGCN_GAE,1.0,1.0,0.16,,3.0
RGCN_GAE,0.935,0.9664082687338501,0.16,,4.0
RGCN_GAE,0.865,0.9276139410187667,0.16,,5.0
RLP_PUL,0.935,0.9664082687338501,0.16,,
GCN_GAE,0.965,0.9821882951653944,0.16,,
CCRNE,0.79,0.88268156424581,0.17,200.0,
MCLS,0.82,0.9010989010989011,0.17,200.0,
LP_PUL,0.84,0.9130434782608695,0.17,200.0,
PU_LP,0.6944444444444444,0.819672131147541,0.17,180.0,
RCSVM,0.7101386481802426,0.8305041803901697,0.17,2308.0,
RANDOM,0.695,0.8200589970501475,0.17,,
RGCN_GAE,0.985,0.9924433249370277,0.17,,2.0
RGCN_GAE,0.985,0.9924433249370277,0.17,,3.0
RGCN_GAE,0.97,0.9847715736040609,0.17,,4.0
RGCN_GAE,0.91,0.9528795811518325,0.17,,5.0
RLP_PUL,0.93,0.9637305699481865,0.17,,
GCN_GAE,0.965,0.9821882951653944,0.17,,
CCRNE,0.805,0.8919667590027701,0.18,200.0,
MCLS,0.835,0.9100817438692098,0.18,200.0,
LP_PUL,0.865,0.9276139410187667,0.18,200.0,
PU_LP,0.7277486910994765,0.8424242424242424,0.18,191.0,
RCSVM,0.35765379113018597,0.5268703898840885,0.18,699.0,
RANDOM,0.72,0.8372093023255814,0.18,,
RGCN_GAE,0.98,0.98989898989899,0.18,,2.0
RGCN_GAE,0.98,0.98989898989899,0.18,,3.0
RGCN_GAE,0.965,0.9821882951653944,0.18,,4.0
RGCN_GAE,0.95,0.9743589743589743,0.18,,5.0
RLP_PUL,0.97,0.9847715736040609,0.18,,
GCN_GAE,0.97,0.9847715736040609,0.18,,
CCRNE,0.755,0.8603988603988604,0.19,200.0,
MCLS,0.805,0.8919667590027701,0.19,200.0,
LP_PUL,0.855,0.921832884097035,0.19,200.0,
PU_LP,0.6965174129353234,0.8211143695014663,0.19,201.0,
RCSVM,0.7218013468013468,0.8384258127597165,0.19,2376.0,
RANDOM,0.76,0.8636363636363636,0.19,,
RGCN_GAE,1.0,1.0,0.19,,2.0
RGCN_GAE,1.0,1.0,0.19,,3.0
RGCN_GAE,0.955,0.9769820971867008,0.19,,4.0
RGCN_GAE,0.95,0.9743589743589743,0.19,,5.0
RLP_PUL,0.945,0.9717223650385605,0.19,,
GCN_GAE,0.96,0.9795918367346939,0.19,,
CCRNE,0.755,0.8603988603988604,0.2,200.0,
MCLS,0.7579617834394905,0.8623188405797102,0.2,157.0,
LP_PUL,0.86,0.9247311827956989,0.2,200.0,
PU_LP,0.7156398104265402,0.8342541436464088,0.2,211.0,
