L,P,acc,f1,acc_per_epoch,f1_per_epoch,losses,model
5,0.05,0.66,0.7951807228915663,"[0.495, 0.505, 0.56, 0.635, 0.69, 0.715, 0.705, 0.69, 0.7, 0.685, 0.69, 0.68, 0.67, 0.68, 0.68, 0.67, 0.67, 0.67, 0.665, 0.66]","[0.6622073578595318, 0.6710963455149501, 0.717948717948718, 0.7767584097859327, 0.8165680473372781, 0.8338192419825073, 0.8269794721407625, 0.8165680473372781, 0.8235294117647058, 0.8130563798219584, 0.8165680473372781, 0.8095238095238095, 0.8023952095808383, 0.8095238095238095, 0.8095238095238095, 0.8023952095808383, 0.8023952095808383, 0.8023952095808383, 0.7987987987987988, 0.7951807228915663]","[0.6933338046073914, 0.6917606592178345, 0.6903394460678101, 0.6890600323677063, 0.6878999471664429, 0.6868414282798767, 0.6858681440353394, 0.6849709153175354, 0.684143602848053, 0.6833800673484802, 0.6826766133308411, 0.6820289492607117, 0.6814324855804443, 0.6808825731277466, 0.6803756952285767, 0.6799088716506958, 0.67947918176651, 0.679084300994873, 0.6787220239639282, 0.6783897876739502]",RGCN_MLP
,0.05,0.6,0.75,"[0.59, 0.565, 0.565, 0.58, 0.565, 0.575, 0.57, 0.595, 0.595, 0.595, 0.605, 0.61, 0.61, 0.605, 0.615, 0.615, 0.61, 0.605, 0.61, 0.6]","[0.7421383647798742, 0.7220447284345048, 0.7220447284345048, 0.7341772151898734, 0.7220447284345048, 0.7301587301587301, 0.7261146496815286, 0.7460815047021944, 0.7460815047021944, 0.7460815047021944, 0.7538940809968847, 0.7577639751552795, 0.7577639751552795, 0.7538940809968847, 0.7616099071207431, 0.7616099071207431, 0.7577639751552795, 0.7538940809968847, 0.7577639751552795, 0.75]","[0.6863884329795837, 0.685206413269043, 0.6841402053833008, 0.6831777095794678, 0.6823086142539978, 0.6815236806869507, 0.6808143854141235, 0.6801738142967224, 0.679594874382019, 0.6790717244148254, 0.6785992383956909, 0.67817223072052, 0.677786648273468, 0.6774383783340454, 0.6771239638328552, 0.6768400073051453, 0.6765836477279663, 0.6763524413108826, 0.6761435866355896, 0.6759552359580994]",GCN_MLP
,0.05,0.61,0.7577639751552795,,,,CCRNE
,0.05,0.72,0.8372093023255814,,,,MCLS
,0.05,0.73,0.8439306358381503,,,,LP_PUL
,0.05,0.63,0.7730061349693251,,,,PU_LP
,0.05,0.63,0.7730061349693251,,,,RCSVM
,0.05,0.59,0.7421383647798742,,,,RANDOM
2,0.05,0.955,0.9769820971867008,,,,RGCN_GAE
3,0.05,0.935,0.9664082687338501,,,,RGCN_GAE
4,0.05,0.925,0.961038961038961,,,,RGCN_GAE
5,0.05,0.91,0.9528795811518325,,,,RGCN_GAE
,0.05,0.795,0.8857938718662952,,,,RLP_PUL
,0.05,0.77,0.8700564971751412,,,,GCN_GAE
2,0.06,0.78,0.8764044943820225,"[0.62, 0.605, 0.61, 0.62, 0.61, 0.62, 0.635, 0.645, 0.665, 0.685, 0.695, 0.71, 0.735, 0.755, 0.76, 0.77, 0.775, 0.775, 0.785, 0.78]","[0.7654320987654321, 0.7538940809968847, 0.7577639751552795, 0.7654320987654321, 0.7577639751552795, 0.7654320987654321, 0.7767584097859327, 0.78419452887538, 0.7987987987987988, 0.8130563798219584, 0.8200589970501475, 0.8304093567251462, 0.8472622478386167, 0.8603988603988604, 0.8636363636363636, 0.8700564971751412, 0.8732394366197183, 0.8732394366197183, 0.8795518207282913, 0.8764044943820225]","[0.692434549331665, 0.6909969449043274, 0.6896933317184448, 0.6885099411010742, 0.6874350905418396, 0.6864587068557739, 0.6855711936950684, 0.6847644448280334, 0.684031069278717, 0.6833645105361938, 0.6827589273452759, 0.6822088360786438, 0.6817092895507812, 0.6812558174133301, 0.6808443665504456, 0.6804711222648621, 0.6801325678825378, 0.6798256635665894, 0.6795476078987122, 0.6792955994606018]",RGCN_MLP
3,0.06,0.355,0.5239852398523985,"[0.405, 0.38, 0.355, 0.34, 0.335, 0.35, 0.35, 0.35, 0.34, 0.34, 0.355, 0.36, 0.345, 0.35, 0.365, 0.37, 0.37, 0.36, 0.36, 0.355]","[0.5765124555160143, 0.5507246376811594, 0.5239852398523985, 0.5074626865671642, 0.50187265917603, 0.5185185185185185, 0.5185185185185185, 0.5185185185185185, 0.5074626865671642, 0.5074626865671642, 0.5239852398523985, 0.5294117647058824, 0.5130111524163569, 0.5185185185185185, 0.5347985347985348, 0.5401459854014599, 0.5401459854014599, 0.5294117647058824, 0.5294117647058824, 0.5239852398523985]","[0.69223952293396, 0.6907922029495239, 0.6894868016242981, 0.6883041858673096, 0.6872290372848511, 0.6862499117851257, 0.6853569746017456, 0.6845423579216003, 0.6837987303733826, 0.6831198334693909, 0.6825001239776611, 0.681934654712677, 0.6814190149307251, 0.6809489727020264, 0.6805206537246704, 0.6801308393478394, 0.6797759532928467, 0.6794533729553223, 0.6791601181030273, 0.6788937449455261]",RGCN_MLP
4,0.06,0.66,0.7951807228915663,"[0.53, 0.54, 0.525, 0.54, 0.55, 0.545, 0.575, 0.6, 0.61, 0.63, 0.645, 0.635, 0.64, 0.645, 0.65, 0.66, 0.655, 0.65, 0.655, 0.66]","[0.6928104575163399, 0.7012987012987013, 0.6885245901639344, 0.7012987012987013, 0.7096774193548387, 0.7055016181229773, 0.7301587301587301, 0.75, 0.7577639751552795, 0.7730061349693251, 0.78419452887538, 0.7767584097859327, 0.7804878048780488, 0.78419452887538, 0.7878787878787878, 0.7951807228915663, 0.7915407854984894, 0.7878787878787878, 0.7915407854984894, 0.7951807228915663]","[0.6975295543670654, 0.6956274509429932, 0.6939361691474915, 0.6924188137054443, 0.6910640001296997, 0.6898378133773804, 0.6887171864509583, 0.6876908540725708, 0.686750054359436, 0.6858871579170227, 0.685096025466919, 0.6843706369400024, 0.6837061047554016, 0.6830976605415344, 0.6825408339500427, 0.6820316314697266, 0.6815664768218994, 0.68114173412323, 0.6807543039321899, 0.680401086807251]",RGCN_MLP
5,0.06,0.87,0.93048128342246,"[0.79, 0.81, 0.83, 0.855, 0.87, 0.885, 0.885, 0.895, 0.895, 0.9, 0.9, 0.885, 0.88, 0.88, 0.88, 0.885, 0.88, 0.88, 0.875, 0.87]","[0.88268156424581, 0.8950276243093923, 0.907103825136612, 0.921832884097035, 0.93048128342246, 0.9389920424403183, 0.9389920424403183, 0.9445910290237467, 0.9445910290237467, 0.9473684210526315, 0.9473684210526315, 0.9389920424403183, 0.9361702127659575, 0.9361702127659575, 0.9361702127659575, 0.9389920424403183, 0.9361702127659575, 0.9361702127659575, 0.9333333333333333, 0.93048128342246]","[0.6917935609817505, 0.6902933120727539, 0.6889194250106812, 0.6876532435417175, 0.6864687204360962, 0.6853578686714172, 0.6843146085739136, 0.6833351850509644, 0.6824163794517517, 0.6815561056137085, 0.680752158164978, 0.6800026297569275, 0.6793051958084106, 0.6786579489707947, 0.6780588030815125, 0.677505373954773, 0.6769952178001404, 0.6765255928039551, 0.6760936975479126, 0.6756970882415771]",RGCN_MLP
,0.06,0.615,0.7616099071207431,"[0.6, 0.6, 0.585, 0.605, 0.61, 0.61, 0.62, 0.61, 0.625, 0.62, 0.615, 0.61, 0.625, 0.625, 0.62, 0.62, 0.62, 0.62, 0.62, 0.615]","[0.75, 0.75, 0.7381703470031545, 0.7538940809968847, 0.7577639751552795, 0.7577639751552795, 0.7654320987654321, 0.7577639751552795, 0.7692307692307693, 0.7654320987654321, 0.7616099071207431, 0.7577639751552795, 0.7692307692307693, 0.7692307692307693, 0.7654320987654321, 0.7654320987654321, 0.7654320987654321, 0.7654320987654321, 0.7654320987654321, 0.7616099071207431]","[0.6934046149253845, 0.6923611164093018, 0.6914222836494446, 0.6905766129493713, 0.6898145079612732, 0.6891274452209473, 0.6885077357292175, 0.6879486441612244, 0.6874439716339111, 0.6869884729385376, 0.6865772604942322, 0.6862059235572815, 0.6858706474304199, 0.6855679750442505, 0.6852947473526001, 0.6850481033325195, 0.6848254799842834, 0.6846245527267456, 0.6844431757926941, 0.6842796802520752]",GCN_MLP
,0.06,0.6,0.75,,,,CCRNE
,0.06,0.73,0.8439306358381503,,,,MCLS
,0.06,0.755,0.8603988603988604,,,,LP_PUL
,0.06,0.645,0.78419452887538,,,,PU_LP
,0.06,0.645,0.78419452887538,,,,RCSVM
,0.06,0.61,0.7577639751552795,,,,RANDOM
2,0.06,0.945,0.9717223650385605,,,,RGCN_GAE
3,0.06,0.925,0.961038961038961,,,,RGCN_GAE
4,0.06,0.9,0.9473684210526315,,,,RGCN_GAE
5,0.06,0.89,0.9417989417989417,,,,RGCN_GAE
,0.06,0.85,0.918918918918919,,,,RLP_PUL
,0.06,0.765,0.8668555240793201,,,,GCN_GAE
2,0.07,0.315,0.4790874524714829,"[0.44, 0.53, 0.515, 0.5, 0.49, 0.45, 0.45, 0.43, 0.425, 0.42, 0.405, 0.385, 0.375, 0.355, 0.34, 0.335, 0.33, 0.325, 0.32, 0.315]","[0.6111111111111112, 0.6928104575163399, 0.6798679867986799, 0.6666666666666666, 0.6577181208053692, 0.6206896551724138, 0.6206896551724138, 0.6013986013986014, 0.5964912280701754, 0.5915492957746479, 0.5765124555160143, 0.555956678700361, 0.5454545454545454, 0.5239852398523985, 0.5074626865671642, 0.50187265917603, 0.49624060150375937, 0.49056603773584906, 0.48484848484848486, 0.4790874524714829]","[0.6961897611618042, 0.6949194669723511, 0.6937814354896545, 0.6927598118782043, 0.6918407678604126, 0.6910125613212585, 0.6902652978897095, 0.6895902752876282, 0.6889801025390625, 0.6884282827377319, 0.6879289746284485, 0.6874771118164062, 0.6870680451393127, 0.6866980195045471, 0.6863631010055542, 0.6860600709915161, 0.6857858896255493, 0.6855379343032837, 0.6853137016296387, 0.6851109862327576]",RGCN_MLP
3,0.07,0.685,0.8130563798219584,"[0.785, 0.77, 0.76, 0.77, 0.755, 0.75, 0.75, 0.755, 0.755, 0.755, 0.745, 0.725, 0.72, 0.725, 0.715, 0.71, 0.7, 0.69, 0.685, 0.685]","[0.8795518207282913, 0.8700564971751412, 0.8636363636363636, 0.8700564971751412, 0.8603988603988604, 0.8571428571428571, 0.8571428571428571, 0.8603988603988604, 0.8603988603988604, 0.8603988603988604, 0.8538681948424068, 0.8405797101449275, 0.8372093023255814, 0.8405797101449275, 0.8338192419825073, 0.8304093567251462, 0.8235294117647058, 0.8165680473372781, 0.8130563798219584, 0.8130563798219584]","[0.6926279664039612, 0.691100537776947, 0.6897172331809998, 0.6884608268737793, 0.6873161792755127, 0.6862722039222717, 0.6853189468383789, 0.6844481825828552, 0.6836525201797485, 0.6829255223274231, 0.6822613477706909, 0.6816547513008118, 0.6811010837554932, 0.6805958151817322, 0.6801350712776184, 0.6797151565551758, 0.6793327927589417, 0.6789847016334534, 0.6786680817604065, 0.6783803105354309]",RGCN_MLP
4,0.07,0.465,0.6348122866894198,"[0.655, 0.67, 0.65, 0.665, 0.66, 0.65, 0.62, 0.585, 0.585, 0.565, 0.565, 0.545, 0.52, 0.51, 0.5, 0.5, 0.48, 0.475, 0.46, 0.465]","[0.7915407854984894, 0.8023952095808383, 0.7878787878787878, 0.7987987987987988, 0.7951807228915663, 0.7878787878787878, 0.7654320987654321, 0.7381703470031545, 0.7381703470031545, 0.7220447284345048, 0.7220447284345048, 0.7055016181229773, 0.6842105263157895, 0.6754966887417219, 0.6666666666666666, 0.6666666666666666, 0.6486486486486487, 0.6440677966101694, 0.6301369863013698, 0.6348122866894198]","[0.6925870180130005, 0.6913757920265198, 0.6903083920478821, 0.6893608570098877, 0.6885219216346741, 0.6877596378326416, 0.6870597004890442, 0.6864149570465088, 0.6858201622962952, 0.6852709054946899, 0.6847640872001648, 0.6842970848083496, 0.6838674545288086, 0.6834728121757507, 0.6831108331680298, 0.6827791333198547, 0.6824755072593689, 0.6821977496147156, 0.6819441318511963, 0.6817124485969543]",RGCN_MLP
5,0.07,0.655,0.7915407854984894,"[0.36, 0.36, 0.39, 0.42, 0.43, 0.435, 0.47, 0.505, 0.54, 0.555, 0.575, 0.59, 0.595, 0.6, 0.6, 0.63, 0.635, 0.65, 0.65, 0.655]","[0.5294117647058824, 0.5294117647058824, 0.5611510791366906, 0.5915492957746479, 0.6013986013986014, 0.6062717770034843, 0.6394557823129252, 0.6710963455149501, 0.7012987012987013, 0.7138263665594855, 0.7301587301587301, 0.7421383647798742, 0.7460815047021944, 0.75, 0.75, 0.7730061349693251, 0.7767584097859327, 0.7878787878787878, 0.7878787878787878, 0.7915407854984894]","[0.6892540454864502, 0.68767911195755, 0.6863212585449219, 0.6851420998573303, 0.6841111183166504, 0.6832016706466675, 0.6823941469192505, 0.6816768646240234, 0.6810309290885925, 0.6804441809654236, 0.6799104809761047, 0.679423987865448, 0.6789796948432922, 0.6785736083984375, 0.6782024502754211, 0.6778630614280701, 0.6775528788566589, 0.6772695183753967, 0.6770105957984924, 0.6767743825912476]",RGCN_MLP
,0.07,0.565,0.7220447284345048,"[0.585, 0.57, 0.565, 0.555, 0.55, 0.545, 0.545, 0.535, 0.52, 0.53, 0.54, 0.545, 0.545, 0.555, 0.56, 0.565, 0.57, 0.57, 0.565, 0.565]","[0.7381703470031545, 0.7261146496815286, 0.7220447284345048, 0.7138263665594855, 0.7096774193548387, 0.7055016181229773, 0.7055016181229773, 0.6970684039087948, 0.6842105263157895, 0.6928104575163399, 0.7012987012987013, 0.7055016181229773, 0.7055016181229773, 0.7138263665594855, 0.717948717948718, 0.7220447284345048, 0.7261146496815286, 0.7261146496815286, 0.7220447284345048, 0.7220447284345048]","[0.694433331489563, 0.6934021711349487, 0.6924759149551392, 0.6916429996490479, 0.6908934116363525, 0.6902182102203369, 0.6896098852157593, 0.6890614628791809, 0.688567042350769, 0.6881210803985596, 0.6877188086509705, 0.6873558163642883, 0.6870285272598267, 0.6867331266403198, 0.6864668726921082, 0.6862266063690186, 0.68600994348526, 0.6858144998550415, 0.6856383085250854, 0.685479462146759]",GCN_MLP
,0.07,0.585,0.7381703470031545,,,,CCRNE
,0.07,0.67,0.8023952095808383,,,,MCLS
,0.07,0.75,0.8571428571428571,,,,LP_PUL
,0.07,0.635,0.7767584097859327,,,,PU_LP
,0.07,0.635,0.7767584097859327,,,,RCSVM
,0.07,0.6,0.75,,,,RANDOM
2,0.07,0.975,0.9873417721518988,,,,RGCN_GAE
3,0.07,0.965,0.9821882951653944,,,,RGCN_GAE
4,0.07,0.925,0.961038961038961,,,,RGCN_GAE
5,0.07,0.895,0.9445910290237467,,,,RGCN_GAE
,0.07,0.84,0.9130434782608695,,,,RLP_PUL
,0.07,0.725,0.8405797101449275,,,,GCN_GAE
2,0.08,0.855,0.921832884097035,"[0.89, 0.885, 0.885, 0.885, 0.88, 0.89, 0.89, 0.895, 0.89, 0.89, 0.89, 0.885, 0.87, 0.865, 0.865, 0.86, 0.86, 0.85, 0.85, 0.855]","[0.9417989417989417, 0.9389920424403183, 0.9389920424403183, 0.9389920424403183, 0.9361702127659575, 0.9417989417989417, 0.9417989417989417, 0.9445910290237467, 0.9417989417989417, 0.9417989417989417, 0.9417989417989417, 0.9389920424403183, 0.93048128342246, 0.9276139410187667, 0.9276139410187667, 0.9247311827956989, 0.9247311827956989, 0.918918918918919, 0.918918918918919, 0.921832884097035]","[0.6934661865234375, 0.6924614310264587, 0.6915586590766907, 0.6907458305358887, 0.6900128126144409, 0.6893513798713684, 0.6887540221214294, 0.6882141828536987, 0.6877260804176331, 0.6872847080230713, 0.686885416507721, 0.6865240931510925, 0.6861971020698547, 0.6859012842178345, 0.6856337785720825, 0.6853918433189392, 0.6851729154586792, 0.6849749684333801, 0.6847960352897644, 0.684634268283844]",RGCN_MLP
3,0.08,0.57,0.7261146496815286,"[0.47, 0.49, 0.525, 0.53, 0.57, 0.605, 0.61, 0.625, 0.63, 0.63, 0.625, 0.615, 0.6, 0.595, 0.58, 0.58, 0.585, 0.585, 0.575, 0.57]","[0.6394557823129252, 0.6577181208053692, 0.6885245901639344, 0.6928104575163399, 0.7261146496815286, 0.7538940809968847, 0.7577639751552795, 0.7692307692307693, 0.7730061349693251, 0.7730061349693251, 0.7692307692307693, 0.7616099071207431, 0.75, 0.7460815047021944, 0.7341772151898734, 0.7341772151898734, 0.7381703470031545, 0.7381703470031545, 0.7301587301587301, 0.7261146496815286]","[0.6949587464332581, 0.6935873627662659, 0.692354142665863, 0.6912431120872498, 0.690239429473877, 0.6893305778503418, 0.6885063648223877, 0.6877581477165222, 0.687078058719635, 0.686459481716156, 0.6858967542648315, 0.68538498878479, 0.684919536113739, 0.684496283531189, 0.6841117143630981, 0.6837621331214905, 0.6834447979927063, 0.6831566691398621, 0.6828951239585876, 0.6826580166816711]",RGCN_MLP
4,0.08,0.73,0.8439306358381503,"[0.805, 0.76, 0.725, 0.7, 0.7, 0.71, 0.705, 0.71, 0.705, 0.69, 0.675, 0.675, 0.68, 0.69, 0.685, 0.7, 0.71, 0.72, 0.73, 0.73]","[0.8919667590027701, 0.8636363636363636, 0.8405797101449275, 0.8235294117647058, 0.8235294117647058, 0.8304093567251462, 0.8269794721407625, 0.8304093567251462, 0.8269794721407625, 0.8165680473372781, 0.8059701492537313, 0.8059701492537313, 0.8095238095238095, 0.8165680473372781, 0.8130563798219584, 0.8235294117647058, 0.8304093567251462, 0.8372093023255814, 0.8439306358381503, 0.8439306358381503]","[0.6939882636070251, 0.6928301453590393, 0.6917788982391357, 0.6908178925514221, 0.6899399757385254, 0.6891360878944397, 0.6883987188339233, 0.6877216696739197, 0.6870999336242676, 0.6865293383598328, 0.6860055327415466, 0.6855248808860779, 0.6850842833518982, 0.6846808195114136, 0.6843115091323853, 0.6839739084243774, 0.6836655139923096, 0.6833840012550354, 0.6831274032592773, 0.6828935742378235]",RGCN_MLP
5,0.08,0.38,0.5507246376811594,"[0.345, 0.41, 0.435, 0.45, 0.46, 0.44, 0.45, 0.465, 0.45, 0.455, 0.455, 0.445, 0.44, 0.42, 0.405, 0.4, 0.395, 0.4, 0.39, 0.38]","[0.5130111524163569, 0.5815602836879432, 0.6062717770034843, 0.6206896551724138, 0.6301369863013698, 0.6111111111111112, 0.6206896551724138, 0.6348122866894198, 0.6206896551724138, 0.6254295532646048, 0.6254295532646048, 0.615916955017301, 0.6111111111111112, 0.5915492957746479, 0.5765124555160143, 0.5714285714285714, 0.5663082437275986, 0.5714285714285714, 0.5611510791366906, 0.5507246376811594]","[0.695576012134552, 0.6941455602645874, 0.6928405165672302, 0.6916369795799255, 0.690521240234375, 0.6894837021827698, 0.68851637840271, 0.6876115798950195, 0.6867663264274597, 0.6859790682792664, 0.6852471232414246, 0.6845672726631165, 0.683936357498169, 0.683350682258606, 0.6828068494796753, 0.6823030710220337, 0.6818376779556274, 0.6814085841178894, 0.6810138821601868, 0.6806511878967285]",RGCN_MLP
,0.08,0.465,0.6348122866894198,"[0.38, 0.36, 0.35, 0.365, 0.37, 0.39, 0.395, 0.41, 0.405, 0.415, 0.42, 0.44, 0.44, 0.445, 0.465, 0.46, 0.455, 0.46, 0.46, 0.465]","[0.5507246376811594, 0.5294117647058824, 0.5185185185185185, 0.5347985347985348, 0.5401459854014599, 0.5611510791366906, 0.5663082437275986, 0.5815602836879432, 0.5765124555160143, 0.5865724381625441, 0.5915492957746479, 0.6111111111111112, 0.6111111111111112, 0.615916955017301, 0.6348122866894198, 0.6301369863013698, 0.6254295532646048, 0.6301369863013698, 0.6301369863013698, 0.6348122866894198]","[0.6905767917633057, 0.6889918446540833, 0.6875678300857544, 0.6862874627113342, 0.6851351857185364, 0.684097409248352, 0.6831622123718262, 0.6823188066482544, 0.6815580129623413, 0.6808715462684631, 0.680251955986023, 0.6796928644180298, 0.6791881918907166, 0.6787327527999878, 0.6783218383789062, 0.6779509782791138, 0.6776162981987, 0.6773144602775574, 0.6770420670509338, 0.6767964363098145]",GCN_MLP
,0.08,0.625,0.7692307692307693,,,,CCRNE
,0.08,0.595,0.7460815047021944,,,,MCLS
,0.08,0.77,0.8700564971751412,,,,LP_PUL
,0.08,0.64,0.7804878048780488,,,,PU_LP
,0.08,0.64,0.7804878048780488,,,,RCSVM
,0.08,0.595,0.7460815047021944,,,,RANDOM
2,0.08,0.97,0.9847715736040609,,,,RGCN_GAE
3,0.08,0.96,0.9795918367346939,,,,RGCN_GAE
4,0.08,0.905,0.9501312335958005,,,,RGCN_GAE
5,0.08,0.88,0.9361702127659575,,,,RGCN_GAE
,0.08,0.89,0.9417989417989417,,,,RLP_PUL
,0.08,0.795,0.8857938718662952,,,,GCN_GAE
