L,P,acc,f1,acc_per_epoch,f1_per_epoch,losses,model
1,0.05,0.68,0.8095238095238095,"[0.63, 0.675, 0.71, 0.73, 0.735, 0.745, 0.76, 0.765, 0.78, 0.775, 0.765, 0.76, 0.765, 0.765, 0.765, 0.775, 0.775, 0.78, 0.78, 0.79, 0.785, 0.79, 0.8, 0.81, 0.785, 0.74, 0.695, 0.69, 0.71, 0.705, 0.695, 0.69, 0.675, 0.68, 0.68, 0.685, 0.68, 0.685, 0.69, 0.69, 0.68, 0.685, 0.685, 0.685, 0.685, 0.685, 0.68, 0.68, 0.68, 0.68]","[0.7730061349693251, 0.8059701492537313, 0.8304093567251462, 0.8439306358381503, 0.8472622478386167, 0.8538681948424068, 0.8636363636363636, 0.8668555240793201, 0.8764044943820225, 0.8732394366197183, 0.8668555240793201, 0.8636363636363636, 0.8668555240793201, 0.8668555240793201, 0.8668555240793201, 0.8732394366197183, 0.8732394366197183, 0.8764044943820225, 0.8764044943820225, 0.88268156424581, 0.8795518207282913, 0.88268156424581, 0.8888888888888888, 0.8950276243093923, 0.8795518207282913, 0.8505747126436781, 0.8200589970501475, 0.8165680473372781, 0.8304093567251462, 0.8269794721407625, 0.8200589970501475, 0.8165680473372781, 0.8059701492537313, 0.8095238095238095, 0.8095238095238095, 0.8130563798219584, 0.8095238095238095, 0.8130563798219584, 0.8165680473372781, 0.8165680473372781, 0.8095238095238095, 0.8130563798219584, 0.8130563798219584, 0.8130563798219584, 0.8130563798219584, 0.8130563798219584, 0.8095238095238095, 0.8095238095238095, 0.8095238095238095, 0.8095238095238095]","[0.693402111530304, 0.6896425485610962, 0.6853381395339966, 0.6797687411308289, 0.6724599599838257, 0.6629787683486938, 0.6508963704109192, 0.635802686214447, 0.6173479557037354, 0.5952785015106201, 0.5694901347160339, 0.5400586128234863, 0.5072628855705261, 0.47159627079963684, 0.4337499141693115, 0.3945918083190918, 0.3551165759563446, 0.3163638710975647, 0.2793305516242981, 0.24489358067512512, 0.21372956037521362, 0.1862744241952896, 0.1627085953950882, 0.14297769963741302, 0.12683704495429993, 0.11391172558069229, 0.10375930368900299, 0.09592144936323166, 0.08996264636516571, 0.08549296855926514, 0.08217907696962357, 0.07974617183208466, 0.07797369360923767, 0.07668895274400711, 0.07575912773609161, 0.07508378475904465, 0.0745881050825119, 0.07421698421239853, 0.073930524289608, 0.07370030134916306, 0.0735064372420311, 0.07333532720804214, 0.07317791134119034, 0.07302840799093246, 0.07288332283496857, 0.07274069637060165, 0.07259966433048248, 0.07245997339487076, 0.0723218321800232, 0.07218562811613083]",RGCN
3,0.05,0.69,0.8165680473372781,"[0.725, 0.735, 0.76, 0.785, 0.79, 0.805, 0.815, 0.82, 0.805, 0.815, 0.825, 0.74, 0.675, 0.685, 0.69, 0.685, 0.68, 0.685, 0.71, 0.72, 0.72, 0.72, 0.715, 0.72, 0.725, 0.71, 0.715, 0.71, 0.7, 0.695, 0.695, 0.69, 0.695, 0.69, 0.69, 0.695, 0.695, 0.695, 0.695, 0.695, 0.695, 0.705, 0.7, 0.695, 0.695, 0.695, 0.7, 0.69, 0.69, 0.69]","[0.8405797101449275, 0.8472622478386167, 0.8636363636363636, 0.8795518207282913, 0.88268156424581, 0.8919667590027701, 0.8980716253443526, 0.9010989010989011, 0.8919667590027701, 0.8980716253443526, 0.9041095890410958, 0.8505747126436781, 0.8059701492537313, 0.8130563798219584, 0.8165680473372781, 0.8130563798219584, 0.8095238095238095, 0.8130563798219584, 0.8304093567251462, 0.8372093023255814, 0.8372093023255814, 0.8372093023255814, 0.8338192419825073, 0.8372093023255814, 0.8405797101449275, 0.8304093567251462, 0.8338192419825073, 0.8304093567251462, 0.8235294117647058, 0.8200589970501475, 0.8200589970501475, 0.8165680473372781, 0.8200589970501475, 0.8165680473372781, 0.8165680473372781, 0.8200589970501475, 0.8200589970501475, 0.8200589970501475, 0.8200589970501475, 0.8200589970501475, 0.8200589970501475, 0.8269794721407625, 0.8235294117647058, 0.8200589970501475, 0.8200589970501475, 0.8200589970501475, 0.8235294117647058, 0.8165680473372781, 0.8165680473372781, 0.8165680473372781]","[0.6934670805931091, 0.6851980686187744, 0.6725788712501526, 0.650597333908081, 0.6159005761146545, 0.5662752389907837, 0.5015448927879333, 0.4246082603931427, 0.341871440410614, 0.2622334957122803, 0.19452477991580963, 0.14441241323947906, 0.11272747814655304, 0.0962519571185112, 0.09008756279945374, 0.08975476771593094, 0.09206439554691315, 0.09509415924549103, 0.09781763702630997, 0.09975497424602509, 0.10075429826974869, 0.10084369778633118, 0.10014042258262634, 0.09880097210407257, 0.09699002653360367, 0.0948578417301178, 0.09253665804862976, 0.0901360958814621, 0.08774257451295853, 0.08542175590991974, 0.08322183042764664, 0.08117637038230896, 0.07930658012628555, 0.07762296497821808, 0.07612695544958115, 0.07481278479099274, 0.07366935163736343, 0.07268217206001282, 0.071834996342659, 0.07111120969057083, 0.07049459964036942, 0.0699700340628624, 0.0695238709449768, 0.06914399564266205, 0.06881982088088989, 0.06854228675365448, 0.06830368936061859, 0.06809759885072708, 0.0679185688495636, 0.06776212155818939]",RGCN
5,0.05,0.675,0.8059701492537313,"[0.775, 0.8, 0.825, 0.815, 0.83, 0.81, 0.81, 0.755, 0.66, 0.665, 0.705, 0.725, 0.725, 0.73, 0.735, 0.725, 0.725, 0.725, 0.735, 0.73, 0.725, 0.715, 0.715, 0.69, 0.7, 0.7, 0.71, 0.695, 0.685, 0.69, 0.69, 0.69, 0.685, 0.685, 0.68, 0.685, 0.685, 0.685, 0.68, 0.68, 0.68, 0.68, 0.675, 0.675, 0.675, 0.675, 0.675, 0.675, 0.675, 0.675]","[0.8732394366197183, 0.8888888888888888, 0.9041095890410958, 0.8980716253443526, 0.907103825136612, 0.8950276243093923, 0.8950276243093923, 0.8603988603988604, 0.7951807228915663, 0.7987987987987988, 0.8269794721407625, 0.8405797101449275, 0.8405797101449275, 0.8439306358381503, 0.8472622478386167, 0.8405797101449275, 0.8405797101449275, 0.8405797101449275, 0.8472622478386167, 0.8439306358381503, 0.8405797101449275, 0.8338192419825073, 0.8338192419825073, 0.8165680473372781, 0.8235294117647058, 0.8235294117647058, 0.8304093567251462, 0.8200589970501475, 0.8130563798219584, 0.8165680473372781, 0.8165680473372781, 0.8165680473372781, 0.8130563798219584, 0.8130563798219584, 0.8095238095238095, 0.8130563798219584, 0.8130563798219584, 0.8130563798219584, 0.8095238095238095, 0.8095238095238095, 0.8095238095238095, 0.8095238095238095, 0.8059701492537313, 0.8059701492537313, 0.8059701492537313, 0.8059701492537313, 0.8059701492537313, 0.8059701492537313, 0.8059701492537313, 0.8059701492537313]","[0.6944931149482727, 0.6790781021118164, 0.6511993408203125, 0.6013393998146057, 0.5260193347930908, 0.42895257472991943, 0.3234904408454895, 0.22895625233650208, 0.1610061079263687, 0.12309794127941132, 0.1078450158238411, 0.1051776334643364, 0.1076703891158104, 0.11117354780435562, 0.1137605831027031, 0.11473474651575089, 0.11400170624256134, 0.11177276074886322, 0.10840781033039093, 0.10429441928863525, 0.09980475157499313, 0.095242440700531, 0.09082668274641037, 0.08672070503234863, 0.08304066956043243, 0.0798519104719162, 0.07717335224151611, 0.07498785853385925, 0.07325462996959686, 0.07191845774650574, 0.07091613858938217, 0.0701814517378807, 0.069650799036026, 0.06926723569631577, 0.06898320466279984, 0.06876158714294434, 0.06857535243034363, 0.06840620189905167, 0.06824277341365814, 0.06807897984981537, 0.06791257858276367, 0.06774372607469559, 0.06757404655218124, 0.06740585714578629, 0.0672416016459465, 0.06708352267742157, 0.06693346053361893, 0.06679278612136841, 0.06666237115859985, 0.06654263287782669]",RGCN
,0.05,0.695,0.8200589970501475,"[0.7, 0.75, 0.755, 0.76, 0.78, 0.785, 0.8, 0.795, 0.79, 0.79, 0.8, 0.8, 0.795, 0.8, 0.8, 0.805, 0.8, 0.8, 0.8, 0.8, 0.805, 0.805, 0.815, 0.815, 0.83, 0.805, 0.76, 0.73, 0.705, 0.715, 0.71, 0.695, 0.685, 0.68, 0.685, 0.685, 0.685, 0.695, 0.695, 0.695, 0.695, 0.695, 0.695, 0.695, 0.695, 0.695, 0.695, 0.695, 0.695, 0.695]","[0.8235294117647058, 0.8571428571428571, 0.8603988603988604, 0.8636363636363636, 0.8764044943820225, 0.8795518207282913, 0.8888888888888888, 0.8857938718662952, 0.88268156424581, 0.88268156424581, 0.8888888888888888, 0.8888888888888888, 0.8857938718662952, 0.8888888888888888, 0.8888888888888888, 0.8919667590027701, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8919667590027701, 0.8919667590027701, 0.8980716253443526, 0.8980716253443526, 0.907103825136612, 0.8919667590027701, 0.8636363636363636, 0.8439306358381503, 0.8269794721407625, 0.8338192419825073, 0.8304093567251462, 0.8200589970501475, 0.8130563798219584, 0.8095238095238095, 0.8130563798219584, 0.8130563798219584, 0.8130563798219584, 0.8200589970501475, 0.8200589970501475, 0.8200589970501475, 0.8200589970501475, 0.8200589970501475, 0.8200589970501475, 0.8200589970501475, 0.8200589970501475, 0.8200589970501475, 0.8200589970501475, 0.8200589970501475, 0.8200589970501475, 0.8200589970501475]","[0.6932322978973389, 0.6895730495452881, 0.6855143904685974, 0.6804062724113464, 0.6737768054008484, 0.665194571018219, 0.6542468070983887, 0.6405457258224487, 0.6237509250640869, 0.603606641292572, 0.5799682140350342, 0.5528396964073181, 0.5223976373672485, 0.48900240659713745, 0.45321258902549744, 0.41575929522514343, 0.3775057792663574, 0.3393933176994324, 0.302371084690094, 0.26732051372528076, 0.23498059809207916, 0.20589356124401093, 0.18037691712379456, 0.15852344036102295, 0.14022600650787354, 0.12522543966770172, 0.11316187679767609, 0.10362653434276581, 0.09620437771081924, 0.09050435572862625, 0.08617696166038513, 0.08292325586080551, 0.08049573004245758, 0.07869461923837662, 0.07736200839281082, 0.07637536525726318, 0.0756409615278244, 0.07508812099695206, 0.0746641755104065, 0.07433044910430908, 0.0740589126944542, 0.07382966578006744, 0.07362880557775497, 0.07344679534435272, 0.07327733188867569, 0.07311631739139557, 0.07296128571033478, 0.0728108212351799, 0.07266422361135483, 0.07252121716737747]",GCN
,0.05,0.7,0.8235294117647058,"[0.715, 0.675, 0.665, 0.665, 0.675, 0.68, 0.665, 0.665, 0.665, 0.695, 0.685, 0.72, 0.76, 0.785, 0.78, 0.77, 0.78, 0.78, 0.79, 0.79, 0.785, 0.785, 0.78, 0.79, 0.775, 0.77, 0.77, 0.75, 0.765, 0.775, 0.76, 0.76, 0.74, 0.735, 0.72, 0.71, 0.695, 0.69, 0.705, 0.695, 0.705, 0.705, 0.695, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7]","[0.8338192419825073, 0.8059701492537313, 0.7987987987987988, 0.7987987987987988, 0.8059701492537313, 0.8095238095238095, 0.7987987987987988, 0.7987987987987988, 0.7987987987987988, 0.8200589970501475, 0.8130563798219584, 0.8372093023255814, 0.8636363636363636, 0.8795518207282913, 0.8764044943820225, 0.8700564971751412, 0.8764044943820225, 0.8764044943820225, 0.88268156424581, 0.88268156424581, 0.8795518207282913, 0.8795518207282913, 0.8764044943820225, 0.88268156424581, 0.8732394366197183, 0.8700564971751412, 0.8700564971751412, 0.8571428571428571, 0.8668555240793201, 0.8732394366197183, 0.8636363636363636, 0.8636363636363636, 0.8505747126436781, 0.8472622478386167, 0.8372093023255814, 0.8304093567251462, 0.8200589970501475, 0.8165680473372781, 0.8269794721407625, 0.8200589970501475, 0.8269794721407625, 0.8269794721407625, 0.8200589970501475, 0.8235294117647058, 0.8235294117647058, 0.8235294117647058, 0.8235294117647058, 0.8235294117647058, 0.8235294117647058, 0.8235294117647058]","[0.6949865221977234, 0.6774302124977112, 0.6601189970970154, 0.6403605341911316, 0.6177749037742615, 0.5927422642707825, 0.5658019185066223, 0.5374945402145386, 0.5083402991294861, 0.47880542278289795, 0.44930732250213623, 0.4202130436897278, 0.39183956384658813, 0.36445367336273193, 0.33827316761016846, 0.3134697675704956, 0.2901698350906372, 0.26845720410346985, 0.24837535619735718, 0.2299322932958603, 0.2131040245294571, 0.19784076511859894, 0.18407243490219116, 0.17171329259872437, 0.16066694259643555, 0.15083076059818268, 0.142099991440773, 0.13437072932720184, 0.1275424063205719, 0.12151952087879181, 0.11621283739805222, 0.11154012382030487, 0.10742640495300293, 0.1038041040301323, 0.10061275959014893, 0.09779860824346542, 0.09531424939632416, 0.09311794489622116, 0.0911732167005539, 0.08944816887378693, 0.0879150852560997, 0.08654985576868057, 0.08533152937889099, 0.08424195647239685, 0.08326536417007446, 0.08238810300827026, 0.08159828931093216, 0.08088564872741699, 0.08024121075868607, 0.0796571597456932]",AE
1,0.1,0.69,0.8165680473372781,"[0.7, 0.755, 0.775, 0.775, 0.785, 0.78, 0.78, 0.78, 0.78, 0.78, 0.785, 0.79, 0.78, 0.78, 0.78, 0.785, 0.795, 0.795, 0.8, 0.805, 0.8, 0.785, 0.79, 0.76, 0.745, 0.72, 0.67, 0.68, 0.675, 0.675, 0.675, 0.685, 0.685, 0.685, 0.685, 0.69, 0.69, 0.69, 0.69, 0.69, 0.685, 0.69, 0.69, 0.69, 0.685, 0.685, 0.685, 0.685, 0.69, 0.69]","[0.8235294117647058, 0.8603988603988604, 0.8732394366197183, 0.8732394366197183, 0.8795518207282913, 0.8764044943820225, 0.8764044943820225, 0.8764044943820225, 0.8764044943820225, 0.8764044943820225, 0.8795518207282913, 0.88268156424581, 0.8764044943820225, 0.8764044943820225, 0.8764044943820225, 0.8795518207282913, 0.8857938718662952, 0.8857938718662952, 0.8888888888888888, 0.8919667590027701, 0.8888888888888888, 0.8795518207282913, 0.88268156424581, 0.8636363636363636, 0.8538681948424068, 0.8372093023255814, 0.8023952095808383, 0.8095238095238095, 0.8059701492537313, 0.8059701492537313, 0.8059701492537313, 0.8130563798219584, 0.8130563798219584, 0.8130563798219584, 0.8130563798219584, 0.8165680473372781, 0.8165680473372781, 0.8165680473372781, 0.8165680473372781, 0.8165680473372781, 0.8130563798219584, 0.8165680473372781, 0.8165680473372781, 0.8165680473372781, 0.8130563798219584, 0.8130563798219584, 0.8130563798219584, 0.8130563798219584, 0.8165680473372781, 0.8165680473372781]","[0.6934545636177063, 0.6893517971038818, 0.6847832202911377, 0.6789719462394714, 0.6713791489601135, 0.6615222692489624, 0.6489348411560059, 0.6331808567047119, 0.6138935089111328, 0.5908114910125732, 0.5638388991355896, 0.53307044506073, 0.4988219141960144, 0.46165814995765686, 0.42237991094589233, 0.3819693624973297, 0.34152698516845703, 0.30218109488487244, 0.2649863064289093, 0.23083113133907318, 0.20036455988883972, 0.173948734998703, 0.15166471898555756, 0.1333491951227188, 0.11865630000829697, 0.1071292981505394, 0.0982678011059761, 0.09157928079366684, 0.0866139754652977, 0.08298227190971375, 0.08036109805107117, 0.07849078625440598, 0.07716827839612961, 0.07623818516731262, 0.0755838081240654, 0.07511891424655914, 0.07478086650371552, 0.07452505826950073, 0.07432030886411667, 0.0741453692317009, 0.07398620992898941, 0.07383397221565247, 0.07368341088294983, 0.07353179901838303, 0.07337800413370132, 0.07322198897600174, 0.07306433469057083, 0.07290594279766083, 0.0727478638291359, 0.07259116321802139]",RGCN
3,0.1,0.695,0.8200589970501475,"[0.72, 0.72, 0.735, 0.74, 0.76, 0.76, 0.755, 0.76, 0.775, 0.77, 0.74, 0.71, 0.71, 0.705, 0.71, 0.72, 0.71, 0.705, 0.705, 0.72, 0.715, 0.715, 0.71, 0.715, 0.71, 0.71, 0.705, 0.705, 0.71, 0.705, 0.71, 0.705, 0.7, 0.7, 0.7, 0.705, 0.7, 0.705, 0.705, 0.705, 0.7, 0.7, 0.705, 0.705, 0.71, 0.705, 0.695, 0.695, 0.695, 0.695]","[0.8372093023255814, 0.8372093023255814, 0.8472622478386167, 0.8505747126436781, 0.8636363636363636, 0.8636363636363636, 0.8603988603988604, 0.8636363636363636, 0.8732394366197183, 0.8700564971751412, 0.8505747126436781, 0.8304093567251462, 0.8304093567251462, 0.8269794721407625, 0.8304093567251462, 0.8372093023255814, 0.8304093567251462, 0.8269794721407625, 0.8269794721407625, 0.8372093023255814, 0.8338192419825073, 0.8338192419825073, 0.8304093567251462, 0.8338192419825073, 0.8304093567251462, 0.8304093567251462, 0.8269794721407625, 0.8269794721407625, 0.8304093567251462, 0.8269794721407625, 0.8304093567251462, 0.8269794721407625, 0.8235294117647058, 0.8235294117647058, 0.8235294117647058, 0.8269794721407625, 0.8235294117647058, 0.8269794721407625, 0.8269794721407625, 0.8269794721407625, 0.8235294117647058, 0.8235294117647058, 0.8269794721407625, 0.8269794721407625, 0.8304093567251462, 0.8269794721407625, 0.8200589970501475, 0.8200589970501475, 0.8200589970501475, 0.8200589970501475]","[0.6943455934524536, 0.685698926448822, 0.6719520688056946, 0.6483990550041199, 0.61180180311203, 0.5600028038024902, 0.4930442273616791, 0.4142037332057953, 0.33029985427856445, 0.25048714876174927, 0.18359951674938202, 0.13506215810775757, 0.1052725613117218, 0.09061575680971146, 0.08599650114774704, 0.08688089996576309, 0.09008707851171494, 0.09372320771217346, 0.09681949019432068, 0.09897102415561676, 0.10008695721626282, 0.10024715214967728, 0.09961116313934326, 0.09835787117481232, 0.09665237367153168, 0.09463272988796234, 0.09241794049739838, 0.09010976552963257, 0.08779115229845047, 0.08552718907594681, 0.08336728066205978, 0.08134721964597702, 0.07949095964431763, 0.07781164348125458, 0.07631329447031021, 0.0749923512339592, 0.0738396942615509, 0.07284233719110489, 0.07198511809110641, 0.07125195860862732, 0.07062683254480362, 0.07009464502334595, 0.06964155286550522, 0.06925524026155472, 0.06892502307891846, 0.06864172220230103, 0.06839755922555923, 0.06818603724241257, 0.06800176948308945, 0.06784029304981232]",RGCN
5,0.1,0.695,0.8200589970501475,"[0.715, 0.715, 0.715, 0.745, 0.77, 0.79, 0.805, 0.785, 0.72, 0.715, 0.7, 0.705, 0.715, 0.735, 0.74, 0.74, 0.735, 0.75, 0.745, 0.74, 0.735, 0.73, 0.725, 0.725, 0.715, 0.72, 0.715, 0.71, 0.705, 0.71, 0.71, 0.72, 0.705, 0.695, 0.7, 0.7, 0.705, 0.695, 0.695, 0.685, 0.69, 0.69, 0.69, 0.69, 0.69, 0.69, 0.695, 0.695, 0.695, 0.695]","[0.8338192419825073, 0.8338192419825073, 0.8338192419825073, 0.8538681948424068, 0.8700564971751412, 0.88268156424581, 0.8919667590027701, 0.8795518207282913, 0.8372093023255814, 0.8338192419825073, 0.8235294117647058, 0.8269794721407625, 0.8338192419825073, 0.8472622478386167, 0.8505747126436781, 0.8505747126436781, 0.8472622478386167, 0.8571428571428571, 0.8538681948424068, 0.8505747126436781, 0.8472622478386167, 0.8439306358381503, 0.8405797101449275, 0.8405797101449275, 0.8338192419825073, 0.8372093023255814, 0.8338192419825073, 0.8304093567251462, 0.8269794721407625, 0.8304093567251462, 0.8304093567251462, 0.8372093023255814, 0.8269794721407625, 0.8200589970501475, 0.8235294117647058, 0.8235294117647058, 0.8269794721407625, 0.8200589970501475, 0.8200589970501475, 0.8130563798219584, 0.8165680473372781, 0.8165680473372781, 0.8165680473372781, 0.8165680473372781, 0.8165680473372781, 0.8165680473372781, 0.8200589970501475, 0.8200589970501475, 0.8200589970501475, 0.8200589970501475]","[0.6938530802726746, 0.6790823340415955, 0.6529990434646606, 0.6061862111091614, 0.5350642204284668, 0.4423646926879883, 0.3391401767730713, 0.24295105040073395, 0.16991183161735535, 0.1262231171131134, 0.10708443075418472, 0.1028672605752945, 0.10529894381761551, 0.10945618152618408, 0.1129535362124443, 0.11479739099740982, 0.11474717408418655, 0.11299274116754532, 0.10991853475570679, 0.10594325512647629, 0.10144077241420746, 0.09673713892698288, 0.0921156257390976, 0.0878007709980011, 0.08394971489906311, 0.08064731955528259, 0.07791512459516525, 0.07572577893733978, 0.07401910424232483, 0.07271793484687805, 0.07174114882946014, 0.07101248949766159, 0.07046553492546082, 0.07004604488611221, 0.06971221417188644, 0.06943333148956299, 0.06918800622224808, 0.06896218657493591, 0.0687473937869072, 0.06853915005922318, 0.06833582371473312, 0.06813754141330719, 0.06794529408216476, 0.06776053458452225, 0.06758473068475723, 0.0674191415309906, 0.06726475059986115, 0.06712212413549423, 0.06699150055646896, 0.06687277555465698]",RGCN
,0.1,0.695,0.8200589970501475,"[0.66, 0.7, 0.745, 0.78, 0.77, 0.77, 0.77, 0.79, 0.79, 0.785, 0.785, 0.78, 0.775, 0.775, 0.77, 0.775, 0.775, 0.78, 0.78, 0.79, 0.795, 0.805, 0.815, 0.825, 0.83, 0.83, 0.8, 0.78, 0.74, 0.715, 0.72, 0.705, 0.7, 0.69, 0.685, 0.695, 0.695, 0.7, 0.695, 0.695, 0.685, 0.69, 0.69, 0.69, 0.69, 0.69, 0.69, 0.69, 0.69, 0.695]","[0.7951807228915663, 0.8235294117647058, 0.8538681948424068, 0.8764044943820225, 0.8700564971751412, 0.8700564971751412, 0.8700564971751412, 0.88268156424581, 0.88268156424581, 0.8795518207282913, 0.8795518207282913, 0.8764044943820225, 0.8732394366197183, 0.8732394366197183, 0.8700564971751412, 0.8732394366197183, 0.8732394366197183, 0.8764044943820225, 0.8764044943820225, 0.88268156424581, 0.8857938718662952, 0.8919667590027701, 0.8980716253443526, 0.9041095890410958, 0.907103825136612, 0.907103825136612, 0.8888888888888888, 0.8764044943820225, 0.8505747126436781, 0.8338192419825073, 0.8372093023255814, 0.8269794721407625, 0.8235294117647058, 0.8165680473372781, 0.8130563798219584, 0.8200589970501475, 0.8200589970501475, 0.8235294117647058, 0.8200589970501475, 0.8200589970501475, 0.8130563798219584, 0.8165680473372781, 0.8165680473372781, 0.8165680473372781, 0.8165680473372781, 0.8165680473372781, 0.8165680473372781, 0.8165680473372781, 0.8165680473372781, 0.8200589970501475]","[0.6939064264297485, 0.690379798412323, 0.6866099834442139, 0.6818739771842957, 0.675748348236084, 0.667863667011261, 0.6578441858291626, 0.6453138589859009, 0.6299260258674622, 0.6113996505737305, 0.5895561575889587, 0.5643455982208252, 0.5358688831329346, 0.5043922066688538, 0.47036024928092957, 0.4343997836112976, 0.397274374961853, 0.3598438799381256, 0.32300865650177, 0.2876359820365906, 0.25449466705322266, 0.224193274974823, 0.1971476972103119, 0.17356370389461517, 0.15344876050949097, 0.13664354383945465, 0.12286778539419174, 0.11176766455173492, 0.10295817255973816, 0.09605808556079865, 0.09071402251720428, 0.08661314100027084, 0.08348903805017471, 0.08112141489982605, 0.07933223992586136, 0.0779803991317749, 0.07695575803518295, 0.07617361843585968, 0.07556962966918945, 0.07509546726942062, 0.07471531629562378, 0.07440280169248581, 0.07413880527019501, 0.07390954345464706, 0.07370524853467941, 0.07351911067962646, 0.07334642112255096, 0.07318396866321564, 0.07302964478731155, 0.07288211584091187]",GCN
,0.1,0.665,0.7987987987987988,"[0.615, 0.635, 0.65, 0.68, 0.68, 0.685, 0.68, 0.67, 0.68, 0.67, 0.625, 0.64, 0.685, 0.72, 0.725, 0.745, 0.75, 0.755, 0.765, 0.76, 0.76, 0.755, 0.745, 0.735, 0.735, 0.74, 0.74, 0.75, 0.73, 0.71, 0.715, 0.715, 0.725, 0.715, 0.695, 0.71, 0.71, 0.7, 0.705, 0.7, 0.725, 0.735, 0.725, 0.71, 0.68, 0.685, 0.685, 0.675, 0.67, 0.665]","[0.7616099071207431, 0.7767584097859327, 0.7878787878787878, 0.8095238095238095, 0.8095238095238095, 0.8130563798219584, 0.8095238095238095, 0.8023952095808383, 0.8095238095238095, 0.8023952095808383, 0.7692307692307693, 0.7804878048780488, 0.8130563798219584, 0.8372093023255814, 0.8405797101449275, 0.8538681948424068, 0.8571428571428571, 0.8603988603988604, 0.8668555240793201, 0.8636363636363636, 0.8636363636363636, 0.8603988603988604, 0.8538681948424068, 0.8472622478386167, 0.8472622478386167, 0.8505747126436781, 0.8505747126436781, 0.8571428571428571, 0.8439306358381503, 0.8304093567251462, 0.8338192419825073, 0.8338192419825073, 0.8405797101449275, 0.8338192419825073, 0.8200589970501475, 0.8304093567251462, 0.8304093567251462, 0.8235294117647058, 0.8269794721407625, 0.8235294117647058, 0.8405797101449275, 0.8472622478386167, 0.8405797101449275, 0.8304093567251462, 0.8095238095238095, 0.8130563798219584, 0.8130563798219584, 0.8059701492537313, 0.8023952095808383, 0.7987987987987988]","[0.6968965530395508, 0.680329442024231, 0.6638501286506653, 0.6453461647033691, 0.624421238899231, 0.601283609867096, 0.57635897397995, 0.5501200556755066, 0.5230193734169006, 0.4954691231250763, 0.46783149242401123, 0.4404294490814209, 0.41354233026504517, 0.38740798830986023, 0.36222532391548157, 0.33815619349479675, 0.3153269588947296, 0.29383033514022827, 0.2737255096435547, 0.2550427317619324, 0.23778468370437622, 0.22193074226379395, 0.20744073390960693, 0.19425861537456512, 0.18231604993343353, 0.1715361624956131, 0.1618368923664093, 0.15313372015953064, 0.14534211158752441, 0.1383792906999588, 0.1321658045053482, 0.12662652134895325, 0.12169123440980911, 0.11729525774717331, 0.1133793368935585, 0.10988983511924744, 0.10677839070558548, 0.10400167852640152, 0.1015210971236229, 0.09930234402418137, 0.09731504321098328, 0.09553242474794388, 0.09393084794282913, 0.09248950332403183, 0.09119012951850891, 0.09001665562391281, 0.08895498514175415, 0.08799272775650024, 0.08711894601583481, 0.08632410317659378]",AE
