model,acc,f1,P,neg,L
RGCN_GAE,0.86,0.9247311827956989,0.17,,3.0
RGCN_GAE,0.845,0.9159891598915989,0.17,,4.0
RGCN_GAE,0.795,0.8857938718662952,0.17,,5.0
RLP_PUL,0.74,0.8505747126436781,0.17,,
GCN_GAE,0.63,0.7730061349693251,0.17,,
CCRNE,0.5,0.6666666666666666,0.18,200.0,
MCLS,0.98,0.98989898989899,0.18,200.0,
LP_PUL,0.66,0.7951807228915663,0.18,200.0,
PU_LP,0.5368171021377672,0.6986089644513137,0.18,842.0,
RCSVM,0.45613711758201253,0.6265029743070497,0.18,5426.0,
RANDOM,0.47,0.6394557823129252,0.18,,
RGCN_GAE,0.905,0.9501312335958005,0.18,,2.0
RGCN_GAE,0.835,0.9100817438692098,0.18,,3.0
RGCN_GAE,0.79,0.88268156424581,0.18,,4.0
RGCN_GAE,0.785,0.8795518207282913,0.18,,5.0
RLP_PUL,0.78,0.8764044943820225,0.18,,
GCN_GAE,0.61,0.7577639751552795,0.18,,
CCRNE,0.565,0.7220447284345048,0.19,200.0,
MCLS,0.98,0.98989898989899,0.19,200.0,
LP_PUL,0.66,0.7951807228915663,0.19,200.0,
PU_LP,0.5410573678290214,0.7021897810218978,0.19,889.0,
RCSVM,0.4748693929021798,0.64394772199829,0.19,5551.0,
RANDOM,0.505,0.6710963455149501,0.19,,
RGCN_GAE,0.91,0.9528795811518325,0.19,,2.0
RGCN_GAE,0.84,0.9130434782608695,0.19,,3.0
RGCN_GAE,0.81,0.8950276243093923,0.19,,4.0
RGCN_GAE,0.735,0.8472622478386167,0.19,,5.0
RLP_PUL,0.775,0.8732394366197183,0.19,,
GCN_GAE,0.645,0.78419452887538,0.19,,
CCRNE,0.52,0.6842105263157895,0.2,200.0,
MCLS,0.98,0.98989898989899,0.2,200.0,
LP_PUL,0.68,0.8095238095238095,0.2,200.0,
PU_LP,0.5416666666666666,0.7027027027027027,0.2,936.0,
RCSVM,0.475209624498724,0.6442604720128506,0.2,5486.0,
RANDOM,0.56,0.717948717948718,0.2,,
RGCN_GAE,0.905,0.9501312335958005,0.2,,2.0
RGCN_GAE,0.805,0.8919667590027701,0.2,,3.0
RGCN_GAE,0.805,0.8919667590027701,0.2,,4.0
RGCN_GAE,0.825,0.9041095890410958,0.2,,5.0
RLP_PUL,0.79,0.88268156424581,0.2,,
GCN_GAE,0.65,0.7878787878787878,0.2,,
CCRNE,0.545,0.7055016181229773,0.21,200.0,
MCLS,0.98,0.98989898989899,0.21,200.0,
LP_PUL,0.655,0.7915407854984894,0.21,200.0,
PU_LP,0.5478615071283096,0.7078947368421052,0.21,982.0,
RCSVM,0.4848704475448451,0.6530811470408786,0.21,5519.0,
RANDOM,0.49,0.6577181208053692,0.21,,
RGCN_GAE,0.875,0.9333333333333333,0.21,,2.0
RGCN_GAE,0.79,0.88268156424581,0.21,,3.0
RGCN_GAE,0.745,0.8538681948424068,0.21,,4.0
RGCN_GAE,0.8,0.8888888888888888,0.21,,5.0
RLP_PUL,0.745,0.8538681948424068,0.21,,
GCN_GAE,0.665,0.7987987987987988,0.21,,
CCRNE,0.585,0.7381703470031545,0.22,200.0,
MCLS,0.98,0.98989898989899,0.22,200.0,
LP_PUL,0.69,0.8165680473372781,0.22,200.0,
PU_LP,0.5403304178814383,0.701577287066246,0.22,1029.0,
RCSVM,0.4955084441250449,0.6626621816434407,0.22,5566.0,
RANDOM,0.52,0.6842105263157895,0.22,,
RGCN_GAE,0.91,0.9528795811518325,0.22,,2.0
RGCN_GAE,0.79,0.88268156424581,0.22,,3.0
RGCN_GAE,0.71,0.8304093567251462,0.22,,4.0
RGCN_GAE,0.745,0.8538681948424068,0.22,,5.0
RLP_PUL,0.76,0.8636363636363636,0.22,,
GCN_GAE,0.62,0.7654320987654321,0.22,,
CCRNE,0.55,0.7096774193548387,0.23,200.0,
MCLS,0.98,0.98989898989899,0.23,200.0,
LP_PUL,0.66,0.7951807228915663,0.23,200.0,
PU_LP,0.5548327137546468,0.7136879856545129,0.23,1076.0,
RCSVM,0.47687370209552576,0.6457880608462226,0.23,5297.0,
RANDOM,0.53,0.6928104575163399,0.23,,
RGCN_GAE,0.895,0.9445910290237467,0.23,,2.0
RGCN_GAE,0.865,0.9276139410187667,0.23,,3.0
RGCN_GAE,0.785,0.8795518207282913,0.23,,4.0
RGCN_GAE,0.765,0.8668555240793201,0.23,,5.0
RLP_PUL,0.81,0.8950276243093923,0.23,,
GCN_GAE,0.67,0.8023952095808383,0.23,,
CCRNE,0.59,0.7421383647798742,0.24,200.0,
MCLS,0.98,0.98989898989899,0.24,200.0,
LP_PUL,0.685,0.8130563798219584,0.24,200.0,
PU_LP,0.5583259127337489,0.7165714285714285,0.24,1123.0,
RCSVM,0.4796423135464231,0.6483219750546483,0.24,5256.0,
RANDOM,0.525,0.6885245901639344,0.24,,
RGCN_GAE,0.905,0.9501312335958005,0.24,,2.0
RGCN_GAE,0.815,0.8980716253443526,0.24,,3.0
RGCN_GAE,0.725,0.8405797101449275,0.24,,4.0
RGCN_GAE,0.73,0.8439306358381503,0.24,,5.0
RLP_PUL,0.85,0.918918918918919,0.24,,
GCN_GAE,0.655,0.7915407854984894,0.24,,
